week_end,published_utc,source,title,link,query,relevance_match,exclusion_rule,cites_later_date,status,query_rank,feed_pos
2022-05-06,2022-05-05T07:00:00Z,auto.economictimes.indiatimes.com,Commodity price hike may slowdown India's hydrogen consumption goals: Report,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQemRxU20ybHpyeFZKMFAyM0k2d1NsalRZVWdkT0lmWE5jeloxTXZhSV81Z0t1OWRJSkpYamFOV1BETzNQUkpoV0tSVklIaXRZUFcyVi02WVZab2FsMEZnYlpyWFE4blZyMDdOLWRPMmtiNmdYdUxBajhVY2J6VUZjUmpZVjJYSDRSWnlXd2lXN3VEUlNYM0k5YkNjWGVHRWdtVDRZLWRwZU5LNGdXV2R4ZkppRXhNcEQwa1BIb2QtbjRid2dqNVVfakJoZFR4SG5ZS2F2UDlR0gHbAUFVX3lxTE1iWmpmNGdjMGVPNlkzTTYzSFNob2w3ZFdmcy01OS1DaGVmbUgxa3BiUUVuQWl1X0pkcFNlMTNkWndHcWpaVFBZaVcxUmVGbjZ1eHFJeld3NXVpNXZXeUZfQVFtbnZuS3Y1c1p6YUlkMU9CdnBOcU5KcENpVDgyV3lMdG5uSV9kX0YyX1owN3U5dV9IemhrMTlwN0hueTBGRHVtNzZLcTlfQ2hVbGZ6Tm5BZWJuRzRVR0J3bDVQZTlzWUtzaVJVQzcxTExyX1dPNTdCc1hzWUlVQy1TZw?oc=5,en-IN:metal prices,,,False,irrelevant,7,3
2022-05-06,2022-05-02T07:00:00Z,PricePedia,The price of lithium did not follow the sharp increases recorded by the prices of non-ferrous metals,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPYUdlQ2s0U3Ayc0VyRGI4Y2NsLXR1RVdfS3Jhc2RZVTRROHBjdVZ0b1BDRzJweUxlT1Nwc0FxSkhOY3p1Y3Jid0JQYUlRV3NIX211S1Zpc2Zhd3JWVV90RGswbTU1Qi1yUTVJLWZKTENaaDJqdjNLSFRydHdQUGRsRG9ZRDBsNTZxS19DN3VFa2puT1dabURZMzFIcTNFYXFzak9zOU1TQ203RWV4elpGVlEta3dGTlBBY3IxTnFHTnJoeUpfYjN2MmhfdmZNM3FrT1hHRjV6eFlaQ09lTlc0THo0NnMxamJVRDFMQmdoNA?oc=5,en-IN:metal prices,metal,,False,duplicate,7,4
2022-05-06,2022-05-03T07:00:00Z,Reuters,"COMMENTARY: Copper, iron ore yet to reflect China's weakening industrial outlook",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOTjRIbXFRZWh5ekFhU2s3eGVuZjBJWXlyWkFQWnRDNDFOa3VnNTZHYlN5T011RFdLSm91Tmw5V1d1dEprcENGZGdFTFZIbURLU3E5LW90TEZxMHFyQjJuVnFJX29LZW50YmJraHpDTzhyc2NxRExXT3FzRTFMSUVUTXh0Y3BtMzhxQmxfYV90NnkzRnNDRkFfMVktVUl6eWQ1VmVLVkNBMGhLVGdETnpSeFRZdk1EVWlGbmRB?oc=5,en-IN:metal prices,,,False,irrelevant,7,5
2022-05-06,2022-05-03T07:00:00Z,MorungExpress,Gold sales rebound on Akshaya Tritiya; jewellers expect 10 pc rise in volume,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQYnpyMmlxd3I3djRhU3gtOEYyZG5mcDhoVEo1U21QYXYxdC1taUlqY19Bc0l2U2VEV1JHcEFxU256cVU2cE5uVDdFUDhrOEgwSlB2NUg0Y1JGTk5xVUJuaUJYTVQtcE02YmJUTGlTb1g1WDktNGFuUXBleVB2eUtseUlkd2JieDBVZ01VYU9OVkJyNDdxdnk2YVMxQzlkT0F4ald5ek1rdHg?oc=5,en-IN:metal prices,,,False,irrelevant,7,6
2022-05-06,2022-05-02T07:00:00Z,The Siasat Daily,Gold prices likely to witness pressure,https://news.google.com/rss/articles/CBMihgFBVV95cUxNY3VvYVc5N1E5VlhLUmV5NDVmYWRNZWxaZllSdW1wc29nZWdiWjFYMVRZSllWM3RPZEpibWNROXg3dExTVFBJelZyUjhvaUphTzBSeUMzWDBiTnhDUHpvdGZBVHMwVm5zRTJJbXBET0NSXzVRZGdiNXFVd1FfMGNVS0VvLXRrQQ?oc=5,en-IN:metal prices,,,False,irrelevant,7,7
2022-05-06,2022-05-02T07:00:00Z,India.com,"Gold Prices Fall Over Rs 10,000. Check Latest Gold Rates In Your City On May 2, 2022 Here | Gold Rate Today",https://news.google.com/rss/articles/CBMirgJBVV95cUxNZVp2Vkg4VWJuRUZaQ1FTWW1RYWlZUGg5NjR1SEp2TTZHcjdHR1BCYnJrbzRCUUFRNnpJXzczU3NXVHQtejhrSnRzZDZnWWRJOGYtS1dmRVJHU3NxZ3hadzFXMnNEVXZQRzEyMUZFYzBTd244QnhZSGFqak13a1dKVnF1U25maE5nSlRRaDZvdWFsbjdBMEl3X0d5RWVldXFoVEhfcElOVGVkcjZiUll0VjBWYWw1c2ExV1dxT2FPYXFiU3E4bHVWNWtkUlNMTlkyM1VmR3V1SDEwQ1hLb3lfTDFvb0VGRFF3NVNEOG95azBhb3RlVkpEeWhmbG54SUFKZnlPTFBub1YtZVlwSVgtenhjRFVxbThTZFpRbWNnRS12ZmpuTnVUZ2tKRWFyZ9IBswJBVV95cUxNZS13LWFjVk5IcUhJNDRSUzM0MXJ6TTRLYzZQSXptZW5JT19qaVUwV216MHFIRnNrVUp1S182VE8wcjBEWVdJbTVWU3FycUlvTnpidjhHaG55bU9UUzZSZTdicFFaa1FwRVA2THFRU0FrYl9Yek9XYUlsVWIwRGlZdkdveVFqX3FjTHoxb1hMLURxc2N4eU93eng2VnZZRzlWMWNhMTRRQjNyNEpQY282cTBaRzJsRHIydzZtWjNRV1BTR1hnYkFnSklRLU1wR3pwb05RR2V4cVNVTmVrWk5vaU00ZVd4T2NPNUhFREp1anJLd1plU00tT1BiSE41cV9QZ2xWQmZGdmFBLXJLVmR2VFdYcXdoRERubVlyM3h3clE1M01NZ3BUY2Rsd05QcUpoZ1lr?oc=5,en-IN:metal prices,,,False,irrelevant,7,8
2022-05-06,2022-05-07T07:00:00Z,Firstpost,"Gold price today: 10 grams of 24-carat sold at Rs 51,710 silver at Rs 62,500 per kilo",https://news.google.com/rss/articles/CBMiywFBVV95cUxNV3F6cUVkMGlKWlVPRTN1NDJ3VTRCSFctcTZqS1RVMzMxMFAtc2N3aTdMMVVUTmZmVWFwbWhhWTNnNzB0RG00RFo5X1ZJelhEMWpCOUJuNkxGZ2ZGNWNJcXZkYjljR0VaeFlNczU0dFpsR1ZTaWswcjczTHRpa0NxekJDamd6TU43RjlwNFlfUjZjRGMzb3J2ZXZCTGdxckEybERhYzM0SG5qQ1RzdC1aZGpqdEM3VHNUb0VqVVg4RUdMSU5oZlEzb1dTcw?oc=5,en-IN:metal prices,,,False,out_of_window,7,9
2022-05-06,2022-05-03T07:00:00Z,Moneycontrol.com,"Silver prices to outrun gold, touch Rs 1,21,000 per kg by 2025",https://news.google.com/rss/articles/CBMixgFBVV95cUxQeHpZQjhIM1JzclU2UmFTbHdqVFBjZzFKNnpwclhmYVZ4RkJwdHdvQzdTU2hMYkRJYmFRV1pxODRPNlczekhXNVRGQ0QyRThIbHM5NHNWVDNLZHR0c1N2cUUzWHRKWjRxa2JqaFRLekdDdGxSNnhONm1EU0Y5bXk2VnlnVGhmLTljMFNHY1FNT2YzT0lpWi1rUWI3Q3Mwa25sdFM2eWtEM0UyLUk3NlVZZDFKZXhuc0NjUnB3RW1JMTdxRUstdEHSAcsBQVVfeXFMTUJmdmlqZHczZTgxYnpFcjNwaWE0Zm1XSzBfNzNMa0UwRXk0Tk1lRGYyVXB2T29RMkNBQVBpbTF6V0JKbldVSnlGNUlQc2d6SGlLdkF2RTBlXy1kOEN6aGpodW1vWlk3dnJCQ0g1MHp6a0pPVTdvaVBvTFZyb1ZpWHRDZHBDZE03TW1BTFA1U1NBQWdBUDg3X1NsU0xNU1hGTTU0TGpsdm4wMlpjNnVVNUNzMFRIVFRKdHowMXAtcDJ4WVE3eHd2UGhjU2c?oc=5,en-IN:metal prices,,,False,irrelevant,7,10
2022-05-06,2022-05-05T07:00:00Z,Construction News,Steel and timber prices ratchet up as Ukraine war takes hold,https://news.google.com/rss/articles/CBMivAFBVV95cUxPTm1OajYzR3F3el9uaGRrdnI5SndCVFE4RlQ1NU5ZNXFnYV9ZRVV6TlVaMExfbC1KM2lVQWFpdlJqWng5N1pYVUZEVWJaSXA3cUJnR2I2RDU3cGpaemFQaGZiVENxbm9XN3BHN3J3N2gxazg4ZjBnbDg4NmNzdEttU2xDdHJrdDlSZ2s3N0VucVAzUnFjdGFralIwTVhKS2FpQjRwSk5lSWVMWTA3M1JyX05jcmxOZEQzZjlDTQ?oc=5,en-IN:metal prices,steel,,False,kept,7,11
2022-05-06,2022-05-05T07:00:00Z,247wallst.com,5 Metal Mining Stocks That Pay Dazzling Dividends,https://news.google.com/rss/articles/CBMikwFBVV95cUxNVmhZN1ZVWXo5cDVIb0xNNHpVMlRSZjlfOHdreDBwVmRFT3g1VVBfcFkweFJsQ0daV2twOTl4cEV5cWtfaFY0WWdfZlJSeWdGb2x6Z1kzTlJBYmdRdmI4cDJabWx0UGFhUmlwVGpkbG0xR2Vabzhtc0VJTVlZUVRPbUZURXZyOGlBLXlwME1oR1JFVkU?oc=5,en-IN:metal prices,metal,,False,duplicate,7,12
2022-05-06,2022-05-03T07:00:00Z,WatchPro USA,Prices finally cool for Patek Philippe’s Nautilus and Audemars Piguet’s Royal Oak Jumbo,https://news.google.com/rss/articles/CBMisAFBVV95cUxNc19OcFVQYnlmYUpwa3NSNFhCTTZyTDlpN2RyVTNEaGUzWWFUUjl5MGxsTnkwSFkzdTk2bTE5RldJbHZwUW9jbFM5QVlYUkRzUmhxRDBGbng0X1JVWWJ1bXU4Ynl4UnpZc1NEcUZMd3lzVEI3UFJqOHFRanFHcVhTbEpRdHhQdTZudll0MXEyUENkS09uS3FuRHdVeF96Y0p0dEplY0UwQVNlcmMyM2lRTQ?oc=5,en-IN:metal prices,,,False,irrelevant,7,13
2022-05-06,2022-05-05T07:00:00Z,India.com,"Gold Prices Fall By A Whopping Rs 20,000! Check Latest Gold Rates In Your City On May 5, 2022, Here | Gold Ra",https://news.google.com/rss/articles/CBMitgJBVV95cUxQaFV5Q09CYmdySmMydWxoOGpqTlhXUHNWZjhoUXdfLUJ6T1VNWVpUQTNfeVJGMVVnd2NINzNBWFdURmVmWDhpNDhWLVJOR1BRV0ZuRXZvNmdOTXV2V3VWOHp2TmtaWk42TWVLa25PTm4wRlNJb19mWjZLZy1CSmV5OVJ5ajNrS0RnV2JSVmxQaUhkcnFjQjUxZXRZWEtUamIyblRTVXlVbjB6NkprZkFfdmY3WE1nV3JHZC1aMVkxbmtJWk9keGVaS0lkSS14OGZIN3g3OG1kQjJTTGtndU40a0ZfNFZSWXVRZzhVc3hNdVZ6a0tfQTM1TFc5WXcxSHZrWEVXcGJMdzAzMmRFZnNqQXdKTWlVRUd0WFFSN19QdVVQQWdEZVItMHIzaUxYQnRNQk5hVUh30gG7AkFVX3lxTE9WQ3g3SmNnR2pDWmNYeGhTWXEyemNqTExkNGRuWXVLVTc2V1ItSEZrMzJ0WC1nNHBTWGRhVjIyV0NWamdpcGQ2WWxCV1V1aXpUbTVoamFUbmxkS2QyaEN6TlRGYmpJVEdHdllaUEd6TnhSNUZvdmNVSzZQbUlHZEFqUUdFNUJaR0N5OFNsNlF0bThMV1ZYYmItbUYzc28ycnREdVFNN1Rzb0E2dHRpZ21FUnhieHhqbDFGSy1VN0Jjd2hRLXlLYWpxMy00eWluSkJrRnNPTlN4bkVVbkJFTnJSR29yUFRlSkEtY2JtZzM1ZnB0UlFISDNfazY1TlZSWGw3TTdMUENkSjVzdE5mYTl4WFc1VkxvcVU4VDBaMnJwcWhfdmR2MDB6ajRGT3cwQWxXcWF4WkxId1Vacw?oc=5,en-IN:metal prices,,,False,irrelevant,7,14
2022-05-06,2022-05-03T07:00:00Z,The Edge Malaysia,"Special Report: Cost, labour headwinds threaten construction’s recovery",https://news.google.com/rss/articles/CBMipwFBVV95cUxPWG9vaV9IdFBBNFRtTS1QUnloY3hiaVhPTnBhc01VTHJRaG5UT2JTeFNfOVNpUHN4dkhxQWZQeTBBZ2drQ2FQMFhyR01sM3pVeDhoRDZEaGFwYlNxSlFhUVdOU1NQX1hya0pzUmVaZ01VNkdoNDV1ejJrUWNqaUJNcUhqY1RXd1FLaW13aXNlVVlHaldmaGZiVDNFRjlYM0xvdXBhZG1yZw?oc=5,en-IN:metal prices,,,False,irrelevant,7,15
2022-05-06,2022-05-03T07:00:00Z,India.com,Check Latest Gold Rates In Your City On Akshaya Tritiya | Gold Rate Today,https://news.google.com/rss/articles/CBMikwJBVV95cUxOTElLdkRMNFdXNjJkSV9PT29hTGVZWndXYTd5ejkzRjBsU1M0VGduZm9HZDljMGx4TGhzYl9jak9mZDFfa1dVSTIxUlJXVG56XzlCU0k5Q0V5SGE3N3BNRW5jS3NacVlPM1F4eXBNWHRzeWhEaFJya3lSTkZFUnNpcU1mQzZmd3VoRjRsTC1BLXp2Z0YxaXVHV0xJUm4wQ2FOMHVlcXBOSDhnYXZRMUlQWWdYVHlHNFRNUVBaTWwwYXV4QVRJMnFLeHF0QnlYVTVob0M5Z3NtNk96MWY2UzhVb2hpWWZrYWhRMVhzSzJLazlwWlJlR2VTSlVuR0tHVENUNXAxVjZUeVctc0R5WDdJN2RQWdIBmAJBVV95cUxOSm50M0lBdmZsd1RQendsYXU5SkNjU0J0NHUwVFRJOHpQSkZOQkJTQ2RHT1BFeXZLQXlTTDdhV0w1U2F5M3NYSFUzQXBWVDRHbWhhYndWRWwxekFpWDVpa3g5MGZBaUcycWJfNlVWell0bmpBN3dFeTB6QmVfcHc0ckpFTmZUUjZmSWN2dWhWQkxQd3hDQjdUdjhWT2xQYTBXMllTVU5CMGltZzVlNzdqQTFialRDYm9HZlNSWHIwdkpRa0NxbjllTExKakhfZVNjMktqTElINlNZWUk1cUI1Y3FCRWdkWnA5YXJJY2tTNXpFXzg3eEVwWlhRWW9MTVVOVWRBUk12bDhFQkhsaUFoYmlDOFRwVmlq?oc=5,en-IN:metal prices,,,False,irrelevant,7,16
2022-05-06,2022-05-06T07:00:00Z,India.com,"Gold Prices Rise After Falling For Days! Check Latest Gold Rates In Your City On May 6, 2022 Here | Gold Rate",https://news.google.com/rss/articles/CBMiugJBVV95cUxOcDhrWWI0ejB4MFJNSnVVY3QzeEZvY2FaeTYwNGNkRUVlVkN5V05FS3V2dFJ1czU5cWYzMHZYTGgyak9WSFZuUkwzYm5pMVlPUC1nTU5WSHNoc201LXBud01SMmtPQlFUMm9ON0ZOcE1kUjdxb0RSM3pXV0FGT2t2R0hGaUhNcW5xS25BdVN2ejVLN3lfR09vaXE2SXRjbFZiVWRMN0Jqa3REeHlFdGw2Q2tOcUdSTmJITXROWXNfa0pZYnJsNmszRUpuTnRmS19ubWcycW1ub3BpTER3TVNWQldpaEtZN1VYcWtnTGZZX01Dd3VqaE95UERWbF93YjFuc3J0aEMxUTI3V1BTZWhpbThmODBxT3gzUWNEVXA2MXNsTzlmaWFkV1p1RHV6a1lvQUZFTWxJTkcxUdIBvwJBVV95cUxNTUxCQU1QaGxad1BuNDBpSUFWZWl0MjhkclBjNHc0WVNRY2swZG0zUnUtMzFTV0lkXzdBQU1fZ2Y1Vno4Rk1ZSWtQQU5YNEloR09QYkZ2WDY5aWpxeU9mUHpBcmRsWkVrRzI3UlRtemlYLS1CVVRDRmhGSVhWaDZEbDZWTC1hUjQ2QlBVVWtTWUF6eGFsaFduWktrZWZtdko3YjYxWWx5X1BYd1Q0R0hDNm13SHJQWkN3UEV4XzBXOEtLS2Z5Zk5GYXhkamFaRUJjLW5rT2FOT3RNSDZxMGQ4a1MydVlINHNhbTI3cVRWWklqUU9nOEFpVTBHUk5tTjg0S1B6cmR2X2o0QlRUT2ZldVZRV0RhYVMzTTlDQUcwTU9raGdZV3I5X1BJUmtxVEY0QVAwUlJoWEJXbExLcDYw?oc=5,en-IN:metal prices,,,False,irrelevant,7,17
2022-05-06,2022-05-06T07:00:00Z,financialexpress.com,"Gold Price Today, 6 May 2022: Gold to remain in Rs 50500-51500 range for few days; buy the dips",https://news.google.com/rss/articles/CBMi6AFBVV95cUxNYjZsZU9TVkpkNHJwT05zUW1KQmg1ZF9lQm1zYnNhc2dkU0FmYW1IRkZEbDhQMmF2ZlJjNXItWGNxUHZfMzQ2RlRCOWx2NWJxZHMwWUdDbXFmX09iRE5CSWUyay11ZnpvZy1Tb0tSakxaMHZRb3ZDdGFzNXdOZmhGbmg4dUVMekFmYVFjU2hCNEZhTXJDQzl0VjVvSl9xMTZfRThnQUs4NkZxR2V2MGVvNTU5bGV2djlMWEdKXzJYa0lJQ1FEeW00WVU1QjdGeFRxSkdDQzNYS203OHhTVGJJc2lmOUtNQjlU0gHvAUFVX3lxTFBpTXJSLUY0TVE0VV9DVlRaUUJzZExkWHEyQ2FJX1R1OGhrLXlOdEdzVXJuaU9NWjBWNjR1akJWN0J2NlY2RUZ0R3dwLU8ybEdQZW12QlV1Q0U5Nno5ZkpEZ0x4XzVCeXRGeWttdlVOUFcwdGhvbVo1TmhwcDZaTGR6YWdjYjFfZE1Ic2sxTEo5Y0MteHJubVRvdUs5bWQxVVNwejBzZS05Tlg0bjVZRWVUVE54VnBzUER0Q1IyTm43MzF0NVd0QW5SQlZSVVRRSmVqd2VVZXNCWUV4UXVCX2t6WUE4czhDUFJHN05XdzhV?oc=5,en-IN:metal prices,,,False,irrelevant,7,18
2022-05-06,2022-05-04T07:00:00Z,The Times of India,"With Rs 41,749 crore FY22 net, Tata Steel pips TCS as most profitable Tata company",https://news.google.com/rss/articles/CBMi8gFBVV95cUxQZWVsR2tOSDFZdEx1WXY5MnpIM1htSkN6VXM3MHg3M2RQVDFOcmE0cnFnV0k1X3E3VGRpVGRiYTNFMHVpQTZMdHhRcDFkdVM5WjVVT1NXY2dhcURHSjE5dlRSenJEd0g0R2plSGhlRHFfWjFreF9JMHVHcVpJM1RKT3ZxOEo3R1NZTXd0emhfUG5YVW9vU0t1SUdNUEs3LTd6Vml1Y2tWak9RQ25oRmQtQ0luYzV6NVphaTE2MHhkcE1uSjZDenRKM01pNzNYbWlneGx4ZUtqcV91ODdHUHUtQjk1S1VmRUFmTldIc2gxQ0JvUdIB9wFBVV95cUxPcVRqNFFjT0FHb3NmRTNIMWd0Q3dOU1ZNVHRvZ0pZbVpNbDdMMGptZ1hGdnBoUzR5YlRsN2tBTDV0UXVEdnRJbzJEQTJnVlY4UUhHXzNrRHpGbXEyV1RoSVJvZmdXSW5Sb3ZPSUhxOUI5U2NBZjJmSXJ2Rmx3MVZDQTFnbmt1SUpDQVJYQlNmQ2NjbWZGVnYwckJYTlpTMU5yRG1fcmowYUlDcWpfT0Q0clROMUVOeDZlcUh4N2Ntd2JERXdwRXFmTmZKdEp1N2FwdWJGS2h0MGx6LURQSEJMQnJwVmNRc3I2SWd2QTVhM0NzQnVSWXVv?oc=5,en-IN:steel prices India,steel,,False,kept,8,0
2022-05-06,2022-05-03T07:00:00Z,The Economic Times,"Tata Steel Q4 Results: Profit surges 47% YoY to Rs 9,756 crore; company announces 10:1 stock split",https://news.google.com/rss/articles/CBMi-AFBVV95cUxPSXo4TVlTeVA0UEFsWEVWQkRzWnpCZlp2a0tXTUU5eF9LVndFc3MwU09qRzF4NTNpbWYzUVkwNDZYaXpoZkJJcXJYWXJYRkJpZzN4UHhCU2VIWXNIbUk0MnQ3bDBqc1pmRDZ4NS02Z0NWS1FEaUdnZUVLMDd0clEtaGd4RXRSTXhfVmpmYzlNYUp5VTdhUmpuWWhPTi1rMTc5TGc4emxRR1E3ajFzNEE5cmp0SVVsSGJQY1RFU2JEd0kyN3NENG5pMXFrWlV2MFJnQUxlUHEwUjhTcUlfZkRIZjgyZVZ5eXpEMzBwS08wWF94cGZURkdBStIB_gFBVV95cUxORHk1RU5tVTVTeWh3eFV0ZEphaVJPWEl5d3Z0dnlWNWF2cExxMUdLSzc4MWZGOW1uQTdNQmlveFl3aUV1Y2ZiMHJuM21SanlBaG9Dekh2cXZkbmxadFhPNlg0ODZVYnFqWndCQXNtYTJad3dJVXNmLUF3Rk42MmJPUTMybTdJdXlubGZSV1JvRU5HRjU4bFo1MXBfZmgtMzV1OF9oMFA3NGJCU19RbXRKSHBNWlFwU1JtTFZlNzd1VEZ0YVZXZEFBbm9jei1PVzNYWXdKbFh1UWZGekpQd1YtbzhtSWh2cUpfamFMTU1HVkdUQUpIYmJrQXVCaGZZUQ?oc=5,en-IN:steel prices India,steel,,False,kept,8,1
2022-05-06,2022-05-04T07:00:00Z,Fortune India,Tata Steel overtakes TCS as most profitable Tata Group company,https://news.google.com/rss/articles/CBMirgFBVV95cUxOWWxxajlQSnBLYVZHWWo2TDd1UUV4M0l0Um04X3V2NnVTSHI3M19UQlNKVnltb0IyRGdKdEdWVDRUYzZCd3JfS3A5NktsU09vMmpjRDNxR2NnVnlvVHBhU3hpR0VlRjI0Y0tsNTlkQ0VJeTRrYXY1bjl3eVlQelFqSWNaR1AyTTc3LXk2SktGT3lvODhLYVR2SmpDZi10NjExT0VvaE85T3ktb3gyOFHSAbsBQVVfeXFMT0tKZnpJTFZ2NS1qZVlzQ1VEd2Vra294eG9yY3o3OElLMHZvNVJKV01EbkhtR1NSOVZzWThNVVlmeUhqMzhMTURyRXA2T0lpREVmVkI4T2pLSWtJYkEzRlptNXVIeDRsVVZES1JNWE9Na21CTGZhM1dWcGtkMENVdWhTLWczNVF5bndybUFpTmtkbzlzbmF3bVYwMjltQjBoVGJyODFiek11MDRYbGhlOTl2WWZsemJtWnp0aw?oc=5,en-IN:steel prices India,steel,,False,kept,8,2
2022-05-06,2022-05-07T07:00:00Z,India Today,Mumbai's Sewage Disposal Project sees substantial rise in cost price | Details,https://news.google.com/rss/articles/CBMivwFBVV95cUxOdjdXRWhUZV9XekhUa25yVHNIaXhOUmtHcF9hZlpiY29RSWVZUy1Cd0VxQy1PTEJSYjBGSWpGMlhxREc0aVJCc2hIMnBQcUd3Z3ItRURMRE93R0tVV2pOMjBCNFNHaTB3WUFHejk5a3JRUFF1WHVjb2VzR2RkV3B4cEJvNzk3TDRYdHp3RGczMDRFY1JCX3NfQWlOTWRHX1AzRDllZmJYakZYdUFZTE90b2tSSThSU19jNkZicG00UdIBxAFBVV95cUxPcUhzMy1VbVpGaW8zVFo2Z2tkLTd5Wk5FQmRaeUxmX2hpUW13TWRCZUY1NEljUlFYSDNnazdnU2duZDNZTnp3NW1tMlN0QVYzNUt0dzdUcHBuaVB0Q0hBVllRaWZ1T09PMW5iNlNNd2g5ck16U0tCUm9ib2VmTk5fblRNaTU1SldVRWdGRVA0elA4bHhXVFlkUnFZU3lsVzhFTkkwcWl2MjE4aktGWDVfZWdKTjlzb3dsT1lyRjdEdWtCOWpa?oc=5,en-IN:steel prices India,,,False,out_of_window,8,3
2022-05-06,2022-05-04T07:00:00Z,Business Today,"Sodexo turns a Rs 2,000 crore business in India",https://news.google.com/rss/articles/CBMiqgFBVV95cUxNSzEwNmNvM3VmbVNEOEtKYzJ2TEJaOWt4NTdmUDJsUTdFWm5HcnNDci1YaFlCUHM5c1RsVkFGMGxGZlpZMDZuR1dZZ2VoRFhDNTgyNklKZGlRdVQ3Wl9uQ0JzSFdVZ2pIaWMtVnV3bG90UWZnZnFBbkJndHdLOTB4MGswYzZma045V25aeHppRWp2ck9IdEMtZ1BicHhOWkoxSkdZM2hleG1NQdIBrwFBVV95cUxOc2JzU3lJdWF1ek9kSFlyYS1JbDgtcHJwTWw1SDNWLWRQNTlmdmo5YXRUeEpXTFRka2V5OTdEcHFKMWNoOHdlN1NnZVZtVTJYd2cyMzBaTDliS0hselJtTjF4Z0kybzRjYmtkcXUwQ1g0VjdBdVZWSzhCR2RNSGJERGRBM3BsV1ZLbXBuaXpqS3M0Q2dRVVUxb3ZWX0dIbEhQTF9WZG1ETFpienhqS2Iw?oc=5,en-IN:steel prices India,,,False,irrelevant,8,4
2022-05-06,2022-05-04T07:00:00Z,Livemint,OnePlus 10R sale is live here. Get the first 150W fast charger phone at this price,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNanhPS2o2QWhJcUlqcURuU3lwUy04Skp6XzU0Z1UwY2FMN0poX05NYnhLNmtReFptWDZJQ2tVcEJMVWJoZmFzQlZjYTFHald6RVUzMHFGdGtheU9oTHFrUTJBZVA3N0dCdU9iX2MwVUtQcVJ2dG5iMl9IbHE1ekw2VW1ZUUZlbERJa3diaDA4N0t0Vlp1RnFETllKb21DUGI1eUxndElkNkZzdEhRTThaZ0Fvc3J0dGFWTExVOG9kYXZHY1gxclJZc3dvZUdwaEZsanJN0gHYAUFVX3lxTE8tR3VxZW00MFFQLUhMdUhBS3hBMkZBblF0TlhPQkpvZ3lkTEJVMWZLQU9nYUdTTjJHdnJsbGpPTHFpSEx2ZERycHFuU1NvbE53VkF2UEJodFotRzUtNEQzTTl4MjNveldwd0JydlhlY1BaU1kwS2J1QVFCY2VleFo0YTJRdWx2UGtNcmJxUDVpUXctOGZlYUFCWEpkOUwyZEJTMHN5c2U3MERyemE0NDZoeXZndHg0d3p5OXdVWjVpRV9QVG5DdV9Pemt6eTNBLUtNZTlfNHkzTA?oc=5,en-IN:steel prices India,,,False,irrelevant,8,5
2022-05-06,2022-05-02T07:00:00Z,Marine News Magazine,Shipbreaking: Starved Of Supply!,https://news.google.com/rss/articles/CBMidEFVX3lxTE1Sci1WcURhVGdOLU5nOHFkamRqRnNhMl8wZE9lZVFQT3FLY3ZTR2tBUTBTVGpuQVI5bHJZUzBHNFI4c1hnaHU3VmlINjVjMWtnTXI1S2hKWEt3VVhHVlRXd2pqZTJfWTQ5RS0xRUhRanJHamhF?oc=5,en-IN:steel prices India,,,False,irrelevant,8,6
2022-05-06,2022-04-30T07:00:00Z,Business Standard,"Toyota to increase Urban Cruiser, Glanza prices on high input costs",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPVXlYbUhEdWRTWGpibk1tY0pQbUZrYW9rSGZVSndFSjR0N1p6dUZTSkUtY3B3X2hZQkhHMkRWYjJ5UjF5Yk4zSUlwdUZ2WFBLQXJaOENNdHVFR0ExWnhPN19ORnJJcDVLUlhTU245MHFNeVJtSzIwa3hzbXQ5akF0d2dGLWdMYzN5a0hFOUtGVGFlLUdQYUNScVp4ZG94eDBzYkNPM3UwMlRCbmVocWFFVEJadzBCdnduQmsxQ09mUmVTV3g1Z3JGc0dwcGlqTWZWUklMZNIB2gFBVV95cUxPT2dJblpGNFJDemxRQmd4OXREUEhHaVFJNzRuWlpZYUY5LW9JVmFhU25PMVdRdnVEQ0pkdC0tYmJ5M2lkQ3RZUjBtLW5VYkhvS2ZqLXk2Q3RxNWlJVk5oaXV3RWhfcDVfVklDNnh5bmZUWm90ak9Bd01IdDBYY3lJdHE3MmZTZVNqOGJJZG9Cc3BGd0VBUjFUTW95b1RfRnpSUm5vZE0wcTJpMU5tTnBOS2w2MjZBQzh1SXVjeFJnUVpzY3lCakxyQVJzMXU3RzBUOVhFdi1sYzJWUQ?oc=5,en-IN:steel prices India,,,False,irrelevant,8,7
