scenario,trade_id,leg_id,leg_type,cf_type,pnl_class,currency,contract_date,fixing_date,due_date_contractual,settle_date,amount_ccy,fx_rate_used,fx_rule,amount_inr,amount_inr_est_at_trade_date,date_rule,weakest_input_flag,event_ids,formula,label,written_by
REALISED,T03,MCX:T03-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-21,2022-04-21,2022-04-21,-104033.12,1.0,n/a (INR flow),-104033.12,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T03,MCX:T03-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-21,2022-04-21,2022-04-21,-1040331.18,1.0,n/a (INR flow),-1040331.18,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T03,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-03-23,2022-04-22,2022-04-22,2022-04-22,-1630.2,76.4485,spot at settlement,-124626.34,,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
REALISED,T03,MCX:T03-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-22,2022-04-22,2022-04-22,47438.94,1.0,n/a (INR flow),47438.94,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T03,MCX:T03-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-22,2022-04-22,2022-04-22,474389.44,1.0,n/a (INR flow),474389.44,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T03,PSIC:L2,PSIC,PSIC,PNL,USD,2022-03-23,2022-04-22,2022-04-22,2022-04-22,-1200.0,76.4485,spot at settlement,-91738.2,,roll following on the LME panel calendar,ASSUMPTION,,-psic_cost_usd_per_box x boxes,,P3
REALISED,T03,MCX:T03-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-25,2022-04-25,2022-04-25,883080.01,1.0,n/a (INR flow),883080.01,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T03,MCX:T03-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-25,2022-04-25,2022-04-25,8830800.13,1.0,n/a (INR flow),8830800.13,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T03,MCX:T03-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-26,2022-04-26,2022-04-26,18392237.6,1.0,n/a (INR flow),18392237.6,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T03,MCX:T03-MCX-2,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-04-26,,2022-04-26,2022-04-26,-71500.0,1.0,n/a (INR flow),-71500.0,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
REALISED,T03,MCX:T03-MCX-2,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-04-26,2022-04-26,2022-04-26,2022-04-26,-55386.37,1.0,n/a (INR flow),-55386.37,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
REALISED,T03,MCX:T03-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-26,2022-04-26,2022-04-26,-627343.19,1.0,n/a (INR flow),-627343.19,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T03,DUTY:L2,CUSTOMS_DUTY,CUSTOMS_DUTY,PNL,INR,2022-03-23,2022-04-28,2022-04-28,2022-04-28,-3147706.92,1.0,n/a (INR flow),-3147706.92,,roll following on the LME panel calendar,DIRECT,,-assessable_inr x bcd_scrap_hs7602 x (1 + sws_rate_on_bcd),,P3
REALISED,T03,IGST:L2,IGST_IMPORT,IGST_IMPORT,BS,INR,2022-03-23,2022-04-28,2022-04-28,2022-04-28,-21169759.83,1.0,n/a (INR flow),-21169759.83,,roll following on the LME panel calendar,DIRECT,,-(assessable + duty) x igst_rate_hs7602,,P3
REALISED,T03,PORT:L1,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-03-23,,2022-04-28,2022-04-28,-1200000.0,1.0,n/a (INR flow),-1200000.0,,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
REALISED,T03,BILL_COMMISSION:L2,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-03-23,2022-04-29,2022-04-29,2022-04-29,-1778.4,76.5066,spot at settlement,-136059.34,,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
REALISED,T03,FX:T03-FX-2,FX_FORWARD,FX_FORWARD,PNL,INR,2022-03-23,2022-04-29,2022-04-29,2022-04-29,-422269.11,1.0,n/a (INR flow),-422269.11,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T03,PURCHASE:L2,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-03-23,,2022-04-29,2022-04-29,-1482000.0,76.5066,spot at settlement,-113382781.2,,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
REALISED,T03,PORT:L2,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-03-23,,2022-05-09,2022-05-09,-1200000.0,1.0,n/a (INR flow),-1200000.0,,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
REALISED,T03,IGST:L1,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-03-23,2022-04-19,2022-06-06,2022-06-06,21073720.74,1.0,n/a (INR flow),21073720.74,,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
REALISED,T03,SALE:S1,SALE_BALANCE,SALE_BALANCE,PNL,INR,2022-04-26,2022-04-28,2022-06-08,2022-06-08,241500000.0,1.0,n/a (INR flow),241500000.0,,roll following on the LME panel calendar,SIM,,+q_acc x P_sale x (1 - disc passthrough) - advance,,P3
REALISED,T03,IGST:L2,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-03-23,2022-04-28,2022-06-13,2022-06-13,21169759.83,1.0,n/a (INR flow),21169759.83,,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-06,2022-04-06,2022-04-06,-12327038.17,1.0,n/a (INR flow),-12327038.17,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-04-06,,2022-04-06,2022-04-06,-43500.0,1.0,n/a (INR flow),-43500.0,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
REALISED,T04,MCX:T04-MCX-1,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-04-06,2022-04-06,2022-04-06,2022-04-06,-36968.06,1.0,n/a (INR flow),-36968.06,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-06,2022-04-06,2022-04-06,-0.0,1.0,n/a (INR flow),-0.0,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(entry) - entry settle) = 0 by construction,,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-07,2022-04-07,2022-04-07,325757.06,1.0,n/a (INR flow),325757.06,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-07,2022-04-07,2022-04-07,3257570.55,1.0,n/a (INR flow),3257570.55,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-08,2022-04-08,2022-04-08,-153198.31,1.0,n/a (INR flow),-153198.31,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-08,2022-04-08,2022-04-08,-1531983.06,1.0,n/a (INR flow),-1531983.06,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-11,2022-04-11,2022-04-11,575024.2,1.0,n/a (INR flow),575024.2,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-11,2022-04-11,2022-04-11,5750241.98,1.0,n/a (INR flow),5750241.98,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,LC_FEES,LC_OPENING_FEE,LC_OPENING_FEE,PNL,USD,2022-04-06,2022-04-12,2022-04-12,2022-04-12,-5344.42,76.1702,spot at settlement,-407085.24,,roll following on the LME panel calendar,DIRECT,,-lc_opening_fee_frac_per_month x ceil(validity/30) x lc_value_usd,,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-12,2022-04-12,2022-04-12,28736.98,1.0,n/a (INR flow),28736.98,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-12,2022-04-12,2022-04-12,287369.77,1.0,n/a (INR flow),287369.77,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-13,2022-04-13,2022-04-13,25933.0,1.0,n/a (INR flow),25933.0,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-13,2022-04-13,2022-04-13,259330.0,1.0,n/a (INR flow),259330.0,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-14,2022-04-14,2022-04-14,-99912.67,1.0,n/a (INR flow),-99912.67,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-14,2022-04-14,2022-04-14,-999126.65,1.0,n/a (INR flow),-999126.65,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-19,2022-04-19,2022-04-19,-313264.07,1.0,n/a (INR flow),-313264.07,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-19,2022-04-19,2022-04-19,-3132640.66,1.0,n/a (INR flow),-3132640.66,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-20,2022-04-20,2022-04-20,11937961.97,1.0,n/a (INR flow),11937961.97,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-1,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-04-20,,2022-04-20,2022-04-20,-43500.0,1.0,n/a (INR flow),-43500.0,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
REALISED,T04,MCX:T04-MCX-1,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-04-20,2022-04-20,2022-04-20,2022-04-20,-34970.39,1.0,n/a (INR flow),-34970.39,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
REALISED,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-20,2022-04-20,2022-04-20,2855154.22,1.0,n/a (INR flow),2855154.22,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-20,2022-04-20,2022-04-20,-11692510.07,1.0,n/a (INR flow),-11692510.07,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-04-20,,2022-04-20,2022-04-20,-43500.0,1.0,n/a (INR flow),-43500.0,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
REALISED,T04,MCX:T04-MCX-2,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-04-20,2022-04-20,2022-04-20,2022-04-20,-35064.48,1.0,n/a (INR flow),-35064.48,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-20,2022-04-20,2022-04-20,-0.0,1.0,n/a (INR flow),-0.0,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(entry) - entry settle) = 0 by construction,,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-21,2022-04-21,2022-04-21,-63292.88,1.0,n/a (INR flow),-63292.88,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-21,2022-04-21,2022-04-21,-632928.76,1.0,n/a (INR flow),-632928.76,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-22,2022-04-22,2022-04-22,28861.46,1.0,n/a (INR flow),28861.46,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-22,2022-04-22,2022-04-22,288614.55,1.0,n/a (INR flow),288614.55,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-25,2022-04-25,2022-04-25,537258.47,1.0,n/a (INR flow),537258.47,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-25,2022-04-25,2022-04-25,5372584.7,1.0,n/a (INR flow),5372584.7,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-26,2022-04-26,2022-04-26,-38167.03,1.0,n/a (INR flow),-38167.03,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-26,2022-04-26,2022-04-26,-381670.33,1.0,n/a (INR flow),-381670.33,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,FREIGHT:L1,FREIGHT,FREIGHT,PNL,USD,2022-04-06,2022-04-14,2022-04-27,2022-04-27,-60150.0,76.6045,spot at settlement,-4607760.68,,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
REALISED,T04,INSURANCE:L1,INSURANCE,INSURANCE,PNL,USD,2022-04-06,2022-04-27,2022-04-27,2022-04-27,-1736.3,76.6045,spot at settlement,-133008.01,,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-27,2022-04-27,2022-04-27,4608.86,1.0,n/a (INR flow),4608.86,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-27,2022-04-27,2022-04-27,46088.63,1.0,n/a (INR flow),46088.63,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-28,2022-04-28,2022-04-28,119574.24,1.0,n/a (INR flow),119574.24,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-28,2022-04-28,2022-04-28,1195742.39,1.0,n/a (INR flow),1195742.39,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-04-29,2022-04-29,2022-04-29,117686.1,1.0,n/a (INR flow),117686.1,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-04-29,2022-04-29,2022-04-29,1176861.03,1.0,n/a (INR flow),1176861.03,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-05-03,2022-05-03,2022-05-03,451502.27,1.0,n/a (INR flow),451502.27,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-05-03,2022-05-03,2022-05-03,4515022.72,1.0,n/a (INR flow),4515022.72,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,BILL_COMMISSION:L1,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-04-06,2022-05-04,2022-05-04,2022-05-04,-1821.96,76.3493,spot at settlement,-139105.37,,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
REALISED,T04,FREIGHT:L2,FREIGHT,FREIGHT,PNL,USD,2022-04-06,2022-04-14,2022-05-04,2022-05-04,-60150.0,76.3493,spot at settlement,-4592410.39,,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
REALISED,T04,FX:T04-FX-1,FX_FORWARD,FX_FORWARD,PNL,INR,2022-04-06,2022-05-04,2022-05-04,2022-05-04,342822.32,1.0,n/a (INR flow),342822.32,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T04,FX:T04-FX-3,FX_FORWARD,FX_FORWARD,PNL,INR,2022-04-14,2022-05-04,2022-05-04,2022-05-04,-1352.14,1.0,n/a (INR flow),-1352.14,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T04,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-04-06,2022-05-04,2022-05-04,2022-05-04,-1736.3,76.3493,spot at settlement,-132564.91,,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-05-04,2022-05-04,2022-05-04,-32720.1,1.0,n/a (INR flow),-32720.1,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-05-04,2022-05-04,2022-05-04,-327200.96,1.0,n/a (INR flow),-327200.96,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,PURCHASE:L1,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-04-06,,2022-05-04,2022-05-04,-1518300.0,76.3493,spot at settlement,-115921142.19,,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-05-05,2022-05-05,2022-05-05,53446.65,1.0,n/a (INR flow),53446.65,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-05-05,2022-05-05,2022-05-05,534466.51,1.0,n/a (INR flow),534466.51,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-05-06,2022-05-06,2022-05-06,221796.28,1.0,n/a (INR flow),221796.28,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-05-06,2022-05-06,2022-05-06,2217962.83,1.0,n/a (INR flow),2217962.83,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-05-09,2022-05-09,2022-05-09,392224.42,1.0,n/a (INR flow),392224.42,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-05-09,2022-05-09,2022-05-09,3922244.22,1.0,n/a (INR flow),3922244.22,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-05-10,2022-05-10,2022-05-10,133793.7,1.0,n/a (INR flow),133793.7,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-05-10,2022-05-10,2022-05-10,1337936.99,1.0,n/a (INR flow),1337936.99,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T04,BILL_COMMISSION:L2,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-04-06,2022-05-11,2022-05-11,2022-05-11,-1821.96,77.2231,spot at settlement,-140697.4,,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
REALISED,T04,FX:T04-FX-2,FX_FORWARD,FX_FORWARD,PNL,INR,2022-04-06,2022-05-11,2022-05-11,2022-05-11,1597931.28,1.0,n/a (INR flow),1597931.28,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T04,MCX:T04-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-20,2022-05-11,2022-05-11,2022-05-11,-212541.48,1.0,n/a (INR flow),-212541.48,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T04,MCX:T04-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-20,2022-05-11,2022-05-11,2022-05-11,-2125414.78,1.0,n/a (INR flow),-2125414.78,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
