series,dist,block,first_target,sample_end,n_obs,omega_pct2,alpha,beta,persistence,half_life_days,uncond_vol_daily_frac,nu,loglik,converged,boundary_fit
lme,t,2021-03-13/2021-03-19,2021-03-15,2021-03-12,809,0.16341223,0.17062949,0.715594,0.88622349,5.7386,0.01198439,8.38040433,-1230.52932452,True,False
lme,t,2021-03-20/2021-03-26,2021-03-22,2021-03-19,814,0.15706312,0.16481357,0.72554213,0.8903557,5.9685,0.01196862,8.39160488,-1238.67259858,True,False
lme,t,2021-03-27/2021-04-02,2021-03-29,2021-03-26,819,0.14834371,0.16087928,0.73849762,0.8993769,6.5359,0.01214187,8.31938251,-1251.61842919,True,False
lme,t,2021-04-03/2021-04-09,2021-04-06,2021-04-01,823,0.15104943,0.15949716,0.73660711,0.89610427,6.3187,0.01205759,8.27003741,-1257.11635235,True,False
lme,t,2021-04-10/2021-04-16,2021-04-12,2021-04-09,827,0.14772538,0.15712225,0.74097216,0.89809441,6.4491,0.01204006,8.36695934,-1263.33436983,True,False
lme,t,2021-04-17/2021-04-23,2021-04-19,2021-04-16,832,0.14772047,0.15655697,0.74103916,0.89759612,6.4159,0.01201053,8.47553362,-1270.37707809,True,False
lme,t,2021-04-24/2021-04-30,2021-04-26,2021-04-23,837,0.14638899,0.15528222,0.74254625,0.89782847,6.4314,0.01196986,8.52896958,-1276.80455085,True,False
lme,t,2021-05-01/2021-05-07,2021-05-04,2021-04-30,842,0.14500114,0.15301604,0.74524318,0.89825922,6.4601,0.01193818,8.50136599,-1283.1834347,True,False
lme,t,2021-05-08/2021-05-14,2021-05-10,2021-05-07,846,0.14715977,0.15361213,0.74326351,0.89687564,6.3686,0.01194576,8.59806145,-1289.46947782,True,False
lme,t,2021-05-15/2021-05-21,2021-05-17,2021-05-14,851,0.15480022,0.16131714,0.73276599,0.89408313,6.1912,0.01208936,8.61795836,-1301.19457544,True,False
lme,t,2021-05-22/2021-05-28,2021-05-24,2021-05-21,856,0.14960666,0.15602368,0.74119643,0.89722011,6.3912,0.01206484,8.5517779,-1309.93584233,True,False
lme,t,2021-05-29/2021-06-04,2021-06-01,2021-05-28,861,0.14154043,0.1521417,0.75266935,0.90481104,6.9295,0.01219402,8.26562476,-1322.11749349,True,False
lme,t,2021-06-05/2021-06-11,2021-06-07,2021-06-04,865,0.13366232,0.14994266,0.7610852,0.91102787,7.4387,0.01225681,8.40465127,-1330.67107947,True,False
lme,t,2021-06-12/2021-06-18,2021-06-14,2021-06-11,870,0.14194158,0.15224663,0.75174274,0.90398937,6.8671,0.01215892,8.35271151,-1337.09742311,True,False
lme,t,2021-06-19/2021-06-25,2021-06-21,2021-06-18,875,0.13647476,0.14857256,0.75987148,0.90844404,7.2186,0.01220908,8.45098439,-1346.66151171,True,False
lme,t,2021-06-26/2021-07-02,2021-06-28,2021-06-25,880,0.13359079,0.14533818,0.76484058,0.91017876,7.365,0.01219548,8.45915682,-1354.93564916,True,False
lme,t,2021-07-03/2021-07-09,2021-07-05,2021-07-02,885,0.13112327,0.1446725,0.76781553,0.91248803,7.5687,0.0122407,8.54185324,-1364.66019949,True,False
lme,t,2021-07-10/2021-07-16,2021-07-12,2021-07-09,890,0.12693175,0.14210314,0.77401527,0.91611842,7.9118,0.01230132,8.48041725,-1374.61694591,True,False
lme,t,2021-07-17/2021-07-23,2021-07-19,2021-07-16,895,0.12923282,0.14129225,0.77212137,0.91341361,7.6535,0.01221692,8.47227169,-1381.68438221,True,False
lme,t,2021-07-24/2021-07-30,2021-07-26,2021-07-23,900,0.12071211,0.13523317,0.78448041,0.91971357,8.282,0.0122618,8.44791606,-1391.60501623,True,False
lme,t,2021-07-31/2021-08-06,2021-08-02,2021-07-30,905,0.1201071,0.134865,0.78588706,0.92075206,8.3952,0.01231092,8.45546169,-1400.85328539,True,False
lme,t,2021-08-07/2021-08-13,2021-08-09,2021-08-06,910,0.11899565,0.13262213,0.78809046,0.92071259,8.3909,0.01225077,8.49632117,-1408.35399787,True,False
lme,t,2021-08-14/2021-08-20,2021-08-16,2021-08-13,915,0.11785782,0.13129025,0.79039365,0.9216839,8.4994,0.01226743,8.44766189,-1417.54722268,True,False
lme,t,2021-08-21/2021-08-27,2021-08-23,2021-08-20,920,0.11447235,0.13008751,0.79424764,0.92433514,8.8096,0.01229995,8.63399495,-1426.83124107,True,False
lme,t,2021-08-28/2021-09-03,2021-08-31,2021-08-27,925,0.11366933,0.12948052,0.7952061,0.92468663,8.8524,0.0122853,8.74718637,-1435.02074791,True,False
lme,t,2021-09-04/2021-09-10,2021-09-06,2021-09-03,929,0.11291076,0.12918685,0.7960097,0.92519655,8.9152,0.0122859,8.85375418,-1441.84717591,True,False
lme,t,2021-09-11/2021-09-17,2021-09-13,2021-09-10,934,0.11055558,0.13005514,0.79815907,0.9282142,9.3049,0.01240998,8.99732148,-1452.81039646,True,False
lme,t,2021-09-18/2021-09-24,2021-09-20,2021-09-17,939,0.11180735,0.13329407,0.79515047,0.92844455,9.336,0.01250011,9.02301125,-1463.92645949,True,False
lme,t,2021-09-25/2021-10-01,2021-09-27,2021-09-24,944,0.11079221,0.13275025,0.79623754,0.92898779,9.4101,0.01249074,9.12809233,-1473.14082441,True,False
lme,t,2021-10-02/2021-10-08,2021-10-04,2021-10-01,949,0.11076169,0.13085284,0.79760964,0.92846248,9.3384,0.01244308,9.09115899,-1480.91093678,True,False
lme,t,2021-10-09/2021-10-15,2021-10-11,2021-10-08,954,0.11370554,0.13184162,0.7939678,0.92580942,8.9918,0.01237988,9.07635439,-1487.20274229,True,False
lme,t,2021-10-16/2021-10-22,2021-10-18,2021-10-15,959,0.10665549,0.12587634,0.80655621,0.93243255,9.908,0.01256385,8.58746628,-1500.81049667,True,False
lme,t,2021-10-23/2021-10-29,2021-10-25,2021-10-22,964,0.10135303,0.12521291,0.81207166,0.93728458,10.7019,0.01271251,8.52869811,-1512.44027149,True,False
lme,t,2021-10-30/2021-11-05,2021-11-01,2021-10-29,969,0.09890898,0.12807984,0.81251762,0.94059746,11.3185,0.01290373,8.49489386,-1525.2685947,True,False
lme,t,2021-11-06/2021-11-12,2021-11-08,2021-11-05,974,0.09029975,0.12768634,0.82089117,0.94857751,13.1298,0.01325155,8.22840634,-1538.99273109,True,False
lme,t,2021-11-13/2021-11-19,2021-11-15,2021-11-12,979,0.08872747,0.12565694,0.82347663,0.94913357,13.2772,0.01320728,8.28460511,-1550.07666615,True,False
lme,t,2021-11-20/2021-11-26,2021-11-22,2021-11-19,984,0.09203718,0.12501517,0.82112307,0.94613823,12.5192,0.01307198,8.27308956,-1559.12665352,True,False
lme,t,2021-11-27/2021-12-03,2021-11-29,2021-11-26,989,0.08331851,0.12070132,0.83212726,0.95282858,14.3449,0.01329019,8.09176445,-1571.05450376,True,False
lme,t,2021-12-04/2021-12-10,2021-12-06,2021-12-03,994,0.08757174,0.11934412,0.82952368,0.9488678,13.2064,0.01308684,8.00679661,-1578.92530448,True,False
lme,t,2021-12-11/2021-12-17,2021-12-13,2021-12-10,999,0.09409763,0.12234216,0.82185471,0.94419687,12.0714,0.01298554,7.94190195,-1586.0078047,True,False
lme,t,2021-12-18/2021-12-24,2021-12-20,2021-12-17,1004,0.08464782,0.11797213,0.832874,0.95084614,13.7521,0.01312288,8.1976861,-1597.31046687,True,False
lme,t,2021-12-25/2021-12-31,2021-12-29,2021-12-24,1009,0.08283994,0.11978225,0.83355601,0.95333825,14.5054,0.01332415,8.18501657,-1609.67805616,True,False
lme,t,2022-01-01/2022-01-07,2022-01-04,2021-12-31,1012,0.08505873,0.11869218,0.83245969,0.95115187,13.8404,0.01319579,8.11455105,-1613.92177146,True,False
lme,t,2022-01-08/2022-01-14,2022-01-10,2022-01-07,1016,0.08493306,0.11810776,0.83285524,0.950963,13.7857,0.01316062,8.15599795,-1620.60327688,True,False
lme,t,2022-01-15/2022-01-21,2022-01-17,2022-01-14,1021,0.08459476,0.11740303,0.83349487,0.95089789,13.767,0.01312568,8.22180439,-1628.63125357,True,False
lme,t,2022-01-22/2022-01-28,2022-01-24,2022-01-21,1026,0.08264843,0.11562756,0.83652139,0.95214895,14.1361,0.01314231,8.2704842,-1637.50336326,True,False
lme,t,2022-01-29/2022-02-04,2022-01-31,2022-01-28,1031,0.08417518,0.1159998,0.8346146,0.95061441,13.6859,0.01305545,8.24219632,-1643.87627082,True,False
lme,t,2022-02-05/2022-02-11,2022-02-07,2022-02-04,1036,0.08457751,0.11648285,0.83357842,0.95006126,13.5304,0.01301394,8.28811967,-1650.25687175,True,False
lme,t,2022-02-12/2022-02-18,2022-02-14,2022-02-11,1041,0.08888824,0.12249198,0.8276363,0.95012829,13.5491,0.01335042,8.26651221,-1665.19552266,True,False
lme,t,2022-02-19/2022-02-25,2022-02-21,2022-02-18,1046,0.09245627,0.12644786,0.82197069,0.94841855,13.0883,0.01338818,8.33325036,-1676.13978657,True,False
lme,t,2022-02-26/2022-03-04,2022-02-28,2022-02-25,1051,0.08949285,0.13668271,0.81788101,0.95456372,14.9061,0.01403437,8.33314908,-1692.79594956,True,False
lme,t,2022-03-05/2022-03-11,2022-03-07,2022-03-04,1056,0.08774404,0.13713758,0.81867058,0.95580816,15.3358,0.01409087,8.49280047,-1705.53948004,True,False
lme,t,2022-03-12/2022-03-18,2022-03-14,2022-03-11,1061,0.08254134,0.13875022,0.8234418,0.96219202,17.9846,0.01477556,7.82100149,-1724.21470514,True,False
lme,t,2022-03-19/2022-03-25,2022-03-21,2022-03-18,1066,0.0835951,0.13810449,0.8229425,0.96104699,17.4456,0.0146494,7.85244935,-1737.30972853,True,False
lme,t,2022-03-26/2022-04-01,2022-03-28,2022-03-25,1071,0.08585653,0.13847179,0.82079249,0.95926428,16.6667,0.01451774,7.88729048,-1749.16118868,True,False
lme,t,2022-04-02/2022-04-08,2022-04-04,2022-04-01,1076,0.10073026,0.14597568,0.80414896,0.95012464,13.5481,0.0142114,7.78939671,-1758.06578108,True,False
lme,t,2022-04-09/2022-04-15,2022-04-11,2022-04-08,1081,0.09690075,0.14297686,0.80916132,0.95213818,14.1329,0.01422882,7.8350205,-1767.95939339,True,False
lme,t,2022-04-16/2022-04-22,2022-04-19,2022-04-14,1085,0.08928986,0.13712707,0.81968866,0.95681574,15.7018,0.01437932,7.68429796,-1778.10176898,True,False
lme,t,2022-04-23/2022-04-29,2022-04-25,2022-04-22,1089,0.08940079,0.13692602,0.81958693,0.95651295,15.59,0.01433807,7.72895454,-1785.89944827,True,False
lme,t,2022-04-30/2022-05-06,2022-05-03,2022-04-29,1094,0.08350715,0.13147343,0.82854695,0.96002039,16.9886,0.01445248,7.55981033,-1797.71567267,True,False
lme,t,2022-05-07/2022-05-13,2022-05-09,2022-05-06,1098,0.07719522,0.12845464,0.83578526,0.9642399,19.0346,0.01469251,7.56231994,-1808.32164264,True,False
lme,t,2022-05-14/2022-05-20,2022-05-16,2022-05-13,1103,0.07552442,0.1287901,0.83685532,0.96564542,19.8277,0.01482693,7.60730524,-1820.54936158,True,False
lme,t,2022-05-21/2022-05-27,2022-05-23,2022-05-20,1108,0.0724429,0.12689538,0.8405618,0.96745718,20.9511,0.01492005,7.65123784,-1831.85218206,True,False
lme,t,2022-05-28/2022-06-03,2022-05-30,2022-05-27,1113,0.07353734,0.12649088,0.83989634,0.96638722,20.273,0.01479114,7.65317659,-1841.42228831,True,False
lme,t,2022-06-04/2022-06-10,2022-06-06,2022-06-01,1116,0.06865278,0.12456565,0.84525262,0.96981827,22.6174,0.01508193,7.68417605,-1849.70149292,True,False
lme,t,2022-06-11/2022-06-17,2022-06-13,2022-06-10,1121,0.06867098,0.12334693,0.84593114,0.96927807,22.2136,0.01495073,7.72403634,-1859.25652528,True,False
lme,t,2022-06-18/2022-06-24,2022-06-20,2022-06-17,1126,0.06554504,0.12170855,0.84966634,0.97137489,23.8664,0.015132,7.7332207,-1871.2788706,True,False
lme,t,2022-06-25/2022-07-01,2022-06-27,2022-06-24,1131,0.06449147,0.12108912,0.85075787,0.971847,24.2725,0.01513522,7.82714176,-1881.67384205,True,False
lme,t,2022-07-02/2022-07-08,2022-07-04,2022-07-01,1136,0.06378423,0.12045033,0.85159903,0.97204936,24.4508,0.01510639,7.91250911,-1891.52037245,True,False
lme,t,2022-07-09/2022-07-15,2022-07-11,2022-07-08,1141,0.06206783,0.11967885,0.85336499,0.97304384,25.3657,0.01517415,8.02840921,-1902.08404309,True,False
lme,t,2022-07-16/2022-07-22,2022-07-18,2022-07-15,1146,0.06312157,0.11945932,0.85260294,0.97206226,24.4622,0.01503119,8.00316563,-1910.48437815,True,False
lme,t,2022-07-23/2022-07-29,2022-07-25,2022-07-22,1151,0.06059978,0.11792676,0.85556546,0.97349222,25.8007,0.0151199,8.16075932,-1920.88951953,True,False
lme,t,2022-07-30/2022-08-05,2022-08-01,2022-07-29,1156,0.0592637,0.1167136,0.85752374,0.97423734,26.557,0.01516698,8.21280536,-1930.74245955,True,False
lme,t,2022-08-06/2022-08-12,2022-08-08,2022-08-05,1161,0.05798656,0.11628906,0.85892628,0.97521534,27.6188,0.0152958,8.28732616,-1941.17128425,True,False
lme,t,2022-08-13/2022-08-19,2022-08-15,2022-08-12,1166,0.05776456,0.11551115,0.85950421,0.97501536,27.3949,0.01520527,8.34610697,-1950.12083409,True,False
lme,t,2022-08-20/2022-08-26,2022-08-22,2022-08-19,1171,0.05680195,0.11547204,0.86037331,0.97584534,28.3482,0.01533491,8.40809487,-1961.15587467,True,False
lme,t,2022-08-27/2022-09-02,2022-08-30,2022-08-26,1176,0.05619535,0.11458962,0.86140264,0.97599227,28.5239,0.01529941,8.47093311,-1970.37994219,True,False
lme,t,2022-09-03/2022-09-09,2022-09-05,2022-09-02,1180,0.05490077,0.11508356,0.86228155,0.97736511,30.2751,0.01557399,8.51065429,-1980.62853807,True,False
lme,t,2022-09-10/2022-09-16,2022-09-12,2022-09-09,1185,0.05556443,0.1144547,0.86205216,0.97650687,29.1563,0.015379,8.52734071,-1988.99722582,True,False
lme,t,2022-09-17/2022-09-23,2022-09-19,2022-09-16,1190,0.05336193,0.11221196,0.86566382,0.97787578,30.9819,0.01553037,8.47240741,-1999.90985191,True,False
lme,t,2022-09-24/2022-09-30,2022-09-26,2022-09-23,1195,0.05273644,0.11137007,0.86668854,0.9780586,31.243,0.01550327,8.53441693,-2009.4242321,True,False
lme,t,2022-10-01/2022-10-07,2022-10-03,2022-09-30,1200,0.05148241,0.11329389,0.86824572,0.98153961,37.2002,0.01669971,7.71300564,-2026.56979659,True,False
lme,t,2022-10-08/2022-10-14,2022-10-10,2022-10-07,1205,0.05113457,0.11160813,0.86964484,0.98125297,36.626,0.01651547,7.72693425,-2038.380343,True,False
lme,t,2022-10-15/2022-10-21,2022-10-17,2022-10-14,1210,0.04905592,0.11214837,0.87091616,0.98306453,40.5812,0.01701951,7.74401031,-2052.65800245,True,False
lme,t,2022-10-22/2022-10-28,2022-10-24,2022-10-21,1215,0.04927742,0.11135373,0.87118998,0.98254371,39.36,0.0168015,7.79129642,-2064.21650993,True,False
lme,t,2022-10-29/2022-11-04,2022-10-31,2022-10-28,1220,0.04807798,0.11007575,0.87298017,0.98305592,40.5604,0.01684473,7.82075979,-2076.14399072,True,False
lme,t,2022-11-05/2022-11-11,2022-11-07,2022-11-04,1225,0.04738225,0.10886188,0.87435825,0.98322014,40.9607,0.01680404,7.83463099,-2087.39635564,True,False
lme,t,2022-11-12/2022-11-18,2022-11-14,2022-11-11,1230,0.04475174,0.10754542,0.87752868,0.9850741,46.0918,0.01731548,7.78096777,-2100.65907632,True,False
lme,t,2022-11-19/2022-11-25,2022-11-21,2022-11-18,1235,0.04579496,0.10584361,0.87793618,0.98377979,42.386,0.01680276,7.73366056,-2110.24423683,True,False
lme,t,2022-11-26/2022-12-02,2022-11-28,2022-11-25,1240,0.04832028,0.1071648,0.87501115,0.98217595,38.5407,0.01646499,7.70499896,-2119.18251325,True,False
lme,t,2022-12-03/2022-12-09,2022-12-05,2022-12-02,1245,0.04861366,0.10725321,0.87458664,0.98183985,37.8209,0.01636136,7.76399323,-2128.43309218,True,False
lme,t,2022-12-10/2022-12-16,2022-12-12,2022-12-09,1250,0.05148331,0.10989064,0.87036334,0.98025397,34.7554,0.01614706,7.73799671,-2135.84539718,True,False
lme,t,2022-12-17/2022-12-23,2022-12-19,2022-12-16,1255,0.04949905,0.10706421,0.87395724,0.98102146,36.175,0.01614979,7.76296904,-2145.17183466,True,False
lme,t,2022-12-24/2022-12-30,2022-12-28,2022-12-23,1260,0.05073447,0.10824647,0.87194713,0.98019359,34.6484,0.01600474,7.75555259,-2152.02050185,True,False
fx,normal,2018-12-22/2018-12-28,2018-12-28,2018-12-27,250,0.00085098,1e-08,1.0,1.00000001,inf,,,-122.27950311,True,True
fx,normal,2018-12-29/2019-01-04,2018-12-31,2018-12-28,251,0.00084646,0.0,1.0,1.0,inf,,,-122.7504116,True,True
fx,normal,2019-01-05/2019-01-11,2019-01-07,2019-01-04,255,0.00085441,0.0,1.0,1.0,152275969955252.3,4332.47127285,,-126.47373613,True,True
fx,normal,2019-01-12/2019-01-18,2019-01-14,2019-01-11,260,0.00083732,0.0,1.0,1.0,inf,,,-129.19006403,True,True
fx,normal,2019-01-19/2019-01-25,2019-01-21,2019-01-18,265,0.00081238,0.0,0.99999999,0.99999999,86145246.88,3.17747726,,-131.25183113,True,True
fx,normal,2019-01-26/2019-02-01,2019-01-28,2019-01-25,270,0.0007842,0.0,1.0,1.0,inf,,,-132.95850689,True,True
fx,normal,2019-02-02/2019-02-08,2019-02-04,2019-02-01,275,0.0007557,0.0,1.0,1.0,334851221.9256,6.04211678,,-134.51605084,True,True
fx,normal,2019-02-09/2019-02-15,2019-02-11,2019-02-08,280,0.00074144,0.0,1.0,1.0,761790101.2698,9.02696683,,-137.18482662,True,True
fx,normal,2019-02-16/2019-02-22,2019-02-18,2019-02-15,285,0.00073147,0.0,1.0,1.0,inf,,,-140.19459609,True,True
fx,normal,2019-02-23/2019-03-01,2019-02-25,2019-02-22,290,0.00070756,0.0,1.0,1.0,21179286420.1015,46.49703601,,-141.90268375,True,True
fx,normal,2019-03-02/2019-03-08,2019-03-04,2019-03-01,295,0.00069223,0.0,1.0,1.0,44915933583923.09,2117.92840878,,-144.32006046,True,True
fx,normal,2019-03-09/2019-03-15,2019-03-11,2019-03-08,300,0.00067937,0.0,1.0,1.0,inf,,,-146.77011673,True,True
fx,normal,2019-03-16/2019-03-22,2019-03-18,2019-03-15,305,0.00071564,0.0,0.99962471,0.99962471,1846.6113,0.01380901,,-149.40445985,True,True
fx,normal,2019-03-23/2019-03-29,2019-03-25,2019-03-22,310,0.00069285,0.0,0.99981913,0.99981913,3831.9971,0.01957215,,-153.55918267,True,True
fx,normal,2019-03-30/2019-04-05,2019-04-01,2019-03-29,315,0.00082893,0.0,0.99867302,0.99867302,522.0024,0.00790365,,-155.40745694,True,True
fx,normal,2019-04-06/2019-04-12,2019-04-08,2019-04-05,320,0.00072905,0.0,0.99950798,0.99950798,1408.4302,0.01217267,,-160.65469694,True,True
fx,normal,2019-04-13/2019-04-19,2019-04-15,2019-04-12,325,0.00080444,0.0,0.99888113,0.99888113,619.1595,0.00847921,,-163.34632276,True,True
fx,normal,2019-04-20/2019-04-26,2019-04-23,2019-04-18,329,0.00090493,0.0,0.99805288,0.99805288,355.639,0.00681728,,-164.78982216,True,True
fx,normal,2019-04-27/2019-05-03,2019-04-29,2019-04-26,333,0.00093807,0.0,0.99778058,0.99778058,311.9638,0.00650127,,-167.20395354,True,True
fx,normal,2019-05-04/2019-05-10,2019-05-07,2019-05-03,338,0.00105326,0.0,0.99684059,0.99684059,219.0443,0.00577384,,-168.94801693,True,True
fx,normal,2019-05-11/2019-05-17,2019-05-13,2019-05-10,342,0.00112371,0.0,0.99626714,0.99626714,185.3414,0.00548664,,-170.58939282,True,True
fx,normal,2019-05-18/2019-05-24,2019-05-20,2019-05-17,347,0.00115413,0.0,0.99602117,0.99602117,173.8622,0.0053858,,-173.56236231,True,True
fx,normal,2019-05-25/2019-05-31,2019-05-28,2019-05-24,352,0.00116603,0.0,0.9959257,0.9959257,169.7797,0.00534967,,-176.83103611,True,True
fx,normal,2019-06-01/2019-06-07,2019-06-03,2019-05-31,356,0.00125595,0.0,0.9951992,0.9951992,144.0347,0.00511481,,-177.94382302,True,True
fx,normal,2019-06-08/2019-06-14,2019-06-10,2019-06-07,361,0.00204635,0.01097937,0.97865956,0.98963894,66.5521,0.00444414,,-180.18472221,True,False
fx,normal,2019-06-15/2019-06-21,2019-06-17,2019-06-14,366,0.00240298,0.01474912,0.97233882,0.98708795,53.3349,0.00431398,,-181.29196614,True,False
fx,normal,2019-06-22/2019-06-28,2019-06-24,2019-06-21,371,0.00274385,0.01800599,0.96663173,0.98463772,44.7726,0.00422622,,-182.20353611,True,False
fx,normal,2019-06-29/2019-07-05,2019-07-01,2019-06-28,376,0.00347998,0.02411708,0.9554632,0.97958028,33.5972,0.00412823,,-182.41043639,True,False
fx,normal,2019-07-06/2019-07-12,2019-07-08,2019-07-05,381,0.00622064,0.03985195,0.92233083,0.96218279,17.9801,0.00405576,,-182.8723535,True,False
fx,normal,2019-07-13/2019-07-19,2019-07-15,2019-07-12,386,0.00660948,0.04386292,0.91559773,0.95946064,16.7492,0.0040378,,-183.28335611,True,False
fx,normal,2019-07-20/2019-07-26,2019-07-22,2019-07-19,391,0.0062503,0.04533749,0.91587271,0.96121021,17.5205,0.00401413,,-183.10512459,True,False
fx,normal,2019-07-27/2019-08-02,2019-07-29,2019-07-26,396,0.00586367,0.04902615,0.91413457,0.96316072,18.4667,0.0039896,,-182.10417431,True,False
fx,normal,2019-08-03/2019-08-09,2019-08-05,2019-08-02,401,0.00699722,0.05054384,0.90598661,0.95653046,15.5964,0.00401209,,-185.20725902,True,False
fx,normal,2019-08-10/2019-08-16,2019-08-12,2019-08-09,406,0.01410391,0.08152694,0.83627319,0.91780013,8.0809,0.00414223,,-195.77571118,True,False
fx,normal,2019-08-17/2019-08-23,2019-08-19,2019-08-16,411,0.01445096,0.0804187,0.8339547,0.9143734,7.7433,0.00410813,,-197.78446401,True,False
fx,normal,2019-08-24/2019-08-30,2019-08-27,2019-08-23,416,0.01490516,0.08224379,0.82870298,0.91094678,7.4316,0.00409113,,-199.47384026,True,False
fx,normal,2019-08-31/2019-09-06,2019-09-02,2019-08-30,420,0.01525419,0.08443071,0.82391222,0.90834293,7.2103,0.00407954,,-200.4703003,True,False
fx,normal,2019-09-07/2019-09-13,2019-09-09,2019-09-06,425,0.01494824,0.08158663,0.82958692,0.91117355,7.4514,0.00410227,,-204.72742491,True,False
fx,normal,2019-09-14/2019-09-20,2019-09-16,2019-09-13,430,0.01451602,0.07787472,0.83573067,0.9136054,7.6712,0.00409902,,-207.46968206,True,False
fx,normal,2019-09-21/2019-09-27,2019-09-23,2019-09-20,435,0.01469027,0.08156456,0.83305964,0.9146242,7.7671,0.00414808,,-212.75097487,True,False
fx,normal,2019-09-28/2019-10-04,2019-09-30,2019-09-27,440,0.01458123,0.0775509,0.83632725,0.91387815,7.6967,0.00411472,,-214.41001837,True,False
fx,normal,2019-10-05/2019-10-11,2019-10-07,2019-10-04,445,0.01469444,0.07734832,0.83520917,0.91255749,7.575,0.00409935,,-216.33668384,True,False
fx,normal,2019-10-12/2019-10-18,2019-10-14,2019-10-11,450,0.0160003,0.08749822,0.81625526,0.90375348,6.8494,0.00407729,,-216.13215565,True,False
fx,normal,2019-10-19/2019-10-25,2019-10-21,2019-10-18,455,0.0159191,0.0884817,0.81532069,0.90380239,6.853,0.00406796,,-217.05134823,True,False
fx,normal,2019-10-26/2019-11-01,2019-10-28,2019-10-25,460,0.0156289,0.0908209,0.81408841,0.90490931,6.937,0.00405411,,-217.25965105,True,False
fx,normal,2019-11-02/2019-11-08,2019-11-04,2019-11-01,465,0.01526411,0.09612516,0.81066579,0.90679095,7.0843,0.00404675,,-216.85826429,True,False
fx,normal,2019-11-09/2019-11-15,2019-11-11,2019-11-08,470,0.01517561,0.09700424,0.81025969,0.90726394,7.1222,0.00404528,,-217.77857662,True,False
fx,normal,2019-11-16/2019-11-22,2019-11-18,2019-11-15,475,0.01497439,0.0952711,0.81286671,0.90813781,7.1934,0.00403744,,-219.47403782,True,False
fx,normal,2019-11-23/2019-11-29,2019-11-25,2019-11-22,480,0.01450851,0.09668548,0.81330301,0.90998849,7.3486,0.00401479,,-219.09565326,True,False
fx,normal,2019-11-30/2019-12-06,2019-12-02,2019-11-29,485,0.01426042,0.09890137,0.81230228,0.91120365,7.4541,0.00400745,,-219.2930232,True,False
fx,normal,2019-12-07/2019-12-13,2019-12-09,2019-12-06,490,0.01388881,0.09927399,0.81383589,0.91310988,7.6255,0.00399804,,-219.64136331,True,False
fx,normal,2019-12-14/2019-12-20,2019-12-16,2019-12-13,495,0.01333949,0.10040031,0.81559653,0.91599684,7.8998,0.00398494,,-219.40372639,True,False
fx,normal,2019-12-21/2019-12-27,2019-12-23,2019-12-20,500,0.01279567,0.10311007,0.81601569,0.91912576,8.2192,0.00397765,,-218.8295816,True,False
fx,normal,2019-12-28/2020-01-03,2019-12-30,2019-12-27,503,0.01243158,0.10599358,0.81547644,0.92147002,8.4752,0.00397874,,-218.22693968,True,False
fx,normal,2020-01-04/2020-01-10,2020-01-06,2020-01-03,507,0.01243544,0.10514991,0.81612518,0.9212751,8.4534,0.00397443,,-218.83257162,True,False
fx,normal,2020-01-11/2020-01-17,2020-01-13,2020-01-10,512,0.01266063,0.10445981,0.81557444,0.92003426,8.3167,0.00397902,,-221.10996459,True,False
fx,normal,2020-01-18/2020-01-24,2020-01-20,2020-01-17,517,0.01193635,0.10031498,0.82290092,0.9232159,8.676,0.00394276,,-220.86807681,True,False
fx,normal,2020-01-25/2020-01-31,2020-01-27,2020-01-24,522,0.01169541,0.10349838,0.82081262,0.924311,8.8067,0.00393089,,-220.17320891,True,False
fx,normal,2020-02-01/2020-02-07,2020-02-03,2020-01-31,527,0.0117147,0.10334929,0.82076098,0.92411028,8.7825,0.00392893,,-221.18868155,True,False
fx,normal,2020-02-08/2020-02-14,2020-02-10,2020-02-07,532,0.01118751,0.10110117,0.82574988,0.92685105,9.1249,0.00391077,,-221.22672655,True,False
fx,normal,2020-02-15/2020-02-21,2020-02-17,2020-02-14,537,0.01066852,0.1016668,0.82802753,0.92969434,9.5083,0.00389544,,-220.43538436,True,False
fx,normal,2020-02-22/2020-02-28,2020-02-24,2020-02-21,542,0.01060202,0.10149416,0.8285033,0.92999746,9.551,0.00389168,,-221.01020468,True,False
fx,normal,2020-02-29/2020-03-06,2020-03-02,2020-02-28,547,0.01086151,0.09768571,0.8307697,0.92845542,9.3375,0.00389634,,-224.19930526,True,False
fx,normal,2020-03-07/2020-03-13,2020-03-09,2020-03-06,552,0.01169306,0.10493718,0.81911136,0.92404854,8.7751,0.0039237,,-228.06185726,True,False
fx,normal,2020-03-14/2020-03-20,2020-03-16,2020-03-13,557,0.0118032,0.11007131,0.81544039,0.9255117,8.9544,0.00398067,,-233.01348267,True,False
fx,normal,2020-03-21/2020-03-27,2020-03-23,2020-03-20,562,0.01106067,0.10826544,0.82390428,0.93216972,9.8682,0.00403812,,-238.87007427,True,False
fx,normal,2020-03-28/2020-04-03,2020-03-30,2020-03-27,567,0.01090406,0.1240444,0.81538712,0.93943152,11.0938,0.00424298,,-248.34752687,True,False
fx,normal,2020-04-04/2020-04-10,2020-04-06,2020-04-03,572,0.01090657,0.11927668,0.8184652,0.93774188,10.7832,0.00418549,,-252.40510976,True,False
fx,normal,2020-04-11/2020-04-17,2020-04-14,2020-04-09,576,0.01069207,0.11769015,0.82140993,0.93910008,11.0315,0.00419008,,-255.96188068,True,False
