obs_id,buyer_id,quarter,latent_weakness,utilisation_frac,dpd_max_days,history_months,order_concentration_frac,true_pd_12m_frac,default_12m,split,label
OBS_00575,SYN_0275,2,0.86933932,0.81301757,39.0,6.83741062,0.23982768,0.26830266,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00576,SYN_0276,2,1.42411975,0.73633183,0.0,21.96197601,0.38547624,0.05554739,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00577,SYN_0277,2,-1.20499451,0.18070969,0.0,69.89394429,0.15938005,0.00506406,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00578,SYN_0278,2,0.88843707,0.70493149,0.0,18.24558346,0.38302441,0.05531768,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00579,SYN_0279,2,-0.72033503,0.45412594,20.0,64.71280666,0.13420757,0.02191757,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00580,SYN_0280,2,0.65069377,0.57209579,0.0,13.49566326,0.14081302,0.03278773,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00581,SYN_0281,2,2.13167859,0.75007038,8.0,32.79897637,0.11344621,0.04478548,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00582,SYN_0282,2,1.33520993,0.29749302,3.0,33.3926441,0.35769798,0.01903327,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00583,SYN_0283,2,-0.86575984,0.10141949,0.0,24.47172044,0.07116837,0.00869661,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00584,SYN_0284,2,0.10393255,0.35110216,5.0,40.7800779,0.08842439,0.0139897,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00585,SYN_0285,2,0.51642585,0.7923769,0.0,28.53660994,0.05282099,0.03572621,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00586,SYN_0286,2,0.69520804,0.48580978,27.0,23.68326301,0.15434494,0.06582412,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00587,SYN_0287,2,-0.88062811,0.53046904,0.0,93.99241692,0.08217633,0.00633026,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00588,SYN_0288,2,-0.73232267,0.24539095,0.0,28.64078328,0.09543791,0.01144796,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00589,SYN_0289,2,0.8939123,0.6307924,60.0,16.71804093,0.42502814,0.38147513,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00590,SYN_0290,2,0.43141029,0.73731335,7.0,13.31986945,0.17984889,0.06452272,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00591,SYN_0291,2,-0.2894417,0.55755773,4.0,39.89056056,0.1745575,0.02416762,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00592,SYN_0292,2,1.15891883,0.85073901,18.0,95.74388684,0.33908623,0.03608689,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00593,SYN_0293,2,-0.32422246,0.70179449,0.0,148.35637186,0.13100656,0.00362442,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00594,SYN_0294,2,-1.70881266,0.1268315,0.0,37.52786405,0.11709098,0.00770629,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00595,SYN_0295,2,1.05480397,0.87123143,4.0,29.51648702,0.29042192,0.0663913,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00596,SYN_0296,2,-0.63785254,0.01387863,0.0,74.35354798,0.05911586,0.00279858,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00597,SYN_0297,2,0.5359913,0.91298851,16.0,19.41293945,0.14060765,0.11053776,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00598,SYN_0298,2,0.84871022,0.72252817,5.0,73.35279294,0.40337285,0.02680351,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00599,SYN_0299,2,-0.74787417,0.10227388,11.0,31.23549594,0.20512919,0.01439014,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00600,SYN_0300,2,-0.0003196,0.76067994,0.0,11.51732881,0.35080512,0.06702745,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00601,SYN_0001,3,-0.97193661,0.40675313,0.0,103.31071047,0.09631178,0.00412873,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00602,SYN_0002,3,-0.88896545,0.35945822,0.0,50.10107735,0.05010041,0.00931915,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00603,SYN_0003,3,-1.02520018,0.46029423,0.0,26.19409246,0.06638775,0.01845141,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00604,SYN_0004,3,-0.26387752,0.43524497,0.0,71.3424942,0.2602646,0.0099669,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00605,SYN_0005,3,-0.35580577,0.46102945,21.0,64.76738195,0.15564146,0.02381323,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00606,SYN_0006,3,-0.44525982,0.21755948,0.0,62.56194518,0.14403432,0.00616068,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00607,SYN_0007,3,-1.3010895,0.36036497,0.0,29.04731557,0.06337935,0.01400499,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00608,SYN_0008,3,-0.52966119,0.63354925,0.0,76.49806872,0.02817679,0.010189,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00609,SYN_0009,3,0.94499485,0.89966388,0.0,23.33600778,0.21576236,0.06113139,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00610,SYN_0010,3,-0.31438297,0.33535297,12.0,27.05256915,0.22312693,0.02756831,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00611,SYN_0011,3,0.26173537,0.42420195,22.0,27.04862257,0.26784865,0.0523105,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00612,SYN_0012,3,1.70554857,0.96504731,43.0,62.24394015,0.14957635,0.15999591,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00613,SYN_0013,3,-1.63125673,0.54432884,10.0,92.61280205,0.11153774,0.01042591,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00614,SYN_0014,3,-0.69370204,0.49691371,0.0,22.16168508,0.25643429,0.027877,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00615,SYN_0015,3,0.75582743,0.56887952,1.0,25.48416717,0.31562355,0.0345694,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00616,SYN_0016,3,-0.27802157,0.0,6.0,38.97371603,0.11238109,0.0071662,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00617,SYN_0017,3,-1.46600943,0.36802435,0.0,26.54861286,0.0799311,0.01525389,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00618,SYN_0018,3,0.30223133,0.74225901,0.0,18.87007447,0.29552004,0.05273135,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00619,SYN_0019,3,0.97550901,0.33787961,2.0,18.74129033,0.13371097,0.0192015,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00620,SYN_0020,3,-0.07126457,0.30881912,0.0,96.32985169,0.47750422,0.00642184,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00621,SYN_0021,3,-0.47004256,0.6231172,0.0,36.01648064,0.32799954,0.03144156,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00622,SYN_0022,3,0.72005378,0.44798145,2.0,173.33009125,0.20402084,0.00155604,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00623,SYN_0023,3,1.96947148,0.59205344,75.0,37.43242006,0.35933596,0.39208885,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00624,SYN_0024,3,-0.07803987,0.69398427,12.0,51.44372571,0.06626243,0.03119916,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00625,SYN_0025,3,-0.9825838,0.33182306,0.0,22.59711884,0.06320629,0.01479988,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00626,SYN_0026,3,-0.36531372,0.54541131,13.0,12.77169099,0.04086491,0.04551932,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00627,SYN_0027,3,-0.23075649,0.44398761,0.0,43.54473094,0.12135485,0.01397798,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00628,SYN_0028,3,-0.84436642,0.27757972,8.0,37.21495466,0.10517504,0.01465716,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00629,SYN_0029,3,-0.08521626,0.74507863,2.0,49.75249817,0.16992504,0.02790115,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00630,SYN_0030,3,-2.27601856,0.06014064,0.0,50.56317016,0.14186533,0.00540738,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00631,SYN_0031,3,-0.09532461,0.50397539,0.0,52.08173989,0.34267107,0.0184917,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00632,SYN_0032,3,0.80086581,0.19925572,11.0,60.92429234,0.33651728,0.0123857,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00633,SYN_0033,3,-0.05785585,0.52778782,4.0,54.9028395,0.11279674,0.01582547,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00634,SYN_0034,3,1.00254809,0.25062848,11.0,29.30317772,0.19225649,0.02027799,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00635,SYN_0035,3,0.49378487,0.58147157,0.0,30.90395385,0.12840493,0.02402138,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00636,SYN_0036,3,1.23519406,0.70061969,33.0,46.84650281,0.28250422,0.10140825,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00637,SYN_0037,3,0.32137738,0.1613044,0.0,79.64789944,0.06102481,0.00353095,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00638,SYN_0038,3,0.55070096,0.32921386,0.0,39.99975598,0.20080079,0.01292796,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00639,SYN_0039,3,-0.42985911,0.95288629,2.0,34.5131089,0.11635388,0.05322308,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00640,SYN_0040,3,0.83663492,0.41515147,19.0,20.21545906,0.11742007,0.04221523,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00641,SYN_0041,3,0.68442088,0.56314683,0.0,26.56143005,0.1628074,0.02617174,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00642,SYN_0042,3,0.1464648,0.59457317,9.0,56.26461822,0.09313753,0.02122293,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00643,SYN_0043,3,-1.0859714,0.60098804,0.0,40.29990455,0.15088038,0.02179039,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00644,SYN_0044,3,0.36837233,0.74213217,0.0,60.39649219,0.3638626,0.02750934,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00645,SYN_0045,3,-1.86610343,0.0,0.0,83.27187211,0.02416672,0.00219036,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00646,SYN_0046,3,0.13986389,0.41268304,6.0,41.68660131,0.03887861,0.01531501,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00647,SYN_0047,3,-0.09740044,0.67977199,0.0,75.50902849,0.47395766,0.02121427,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00648,SYN_0048,3,-0.26983995,0.57944068,0.0,32.61549441,0.19544784,0.02540306,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00649,SYN_0049,3,-0.5594288,0.82123087,0.0,26.75931869,0.0653335,0.03990357,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00650,SYN_0050,3,0.81076185,0.47152608,18.0,62.60839078,0.11348434,0.02123996,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00651,SYN_0051,3,-1.06873881,0.05262191,0.0,19.54361419,0.0765569,0.00861323,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00652,SYN_0052,3,-0.55669468,0.71918554,5.0,44.44889348,0.17377335,0.03283328,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00653,SYN_0053,3,1.09453646,0.28463079,38.0,35.56345437,0.32490154,0.06672456,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00654,SYN_0054,3,0.0121293,0.5505097,0.0,35.30540414,0.40581716,0.03024492,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00655,SYN_0055,3,0.49968091,0.89914687,0.0,10.42868836,0.08413555,0.06435916,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00656,SYN_0056,3,-0.62697615,0.36062188,4.0,177.79281519,0.046434,0.00102593,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00657,SYN_0057,3,-0.74126557,0.4784944,0.0,41.31287302,0.27748283,0.01946489,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00658,SYN_0058,3,-0.18296089,0.6337631,0.0,16.7906728,0.08925803,0.03292375,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00659,SYN_0059,3,-0.51890921,0.50980513,0.0,33.52298185,0.01820038,0.01683791,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00660,SYN_0060,3,0.96599433,0.84916138,0.0,30.37791274,0.05240713,0.03903055,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00661,SYN_0061,3,0.07253762,0.60665286,0.0,32.93398776,0.1921654,0.02667628,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00662,SYN_0062,3,-1.70174319,0.28916195,0.0,113.61368637,0.0098502,0.00232787,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00663,SYN_0063,3,0.14020627,0.38310242,0.0,35.1998468,0.07474323,0.01336018,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00664,SYN_0064,3,1.31423555,0.09314398,26.0,26.22738466,0.30781826,0.03222538,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00665,SYN_0065,3,-0.35156418,0.53210774,0.0,32.9679874,0.14480517,0.02124607,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00666,SYN_0066,3,-1.39096964,0.67354674,0.0,24.92774173,0.13831044,0.03311597,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00667,SYN_0067,3,0.10262531,0.36578945,0.0,24.19854692,0.18236326,0.01824099,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00668,SYN_0068,3,-0.83767937,0.39961639,3.0,29.03023885,0.03379249,0.01652781,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00669,SYN_0069,3,-1.66388886,0.2938638,0.0,77.44924774,0.01117936,0.00460666,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00670,SYN_0070,3,1.27249463,0.8393649,15.0,22.29803781,0.3486998,0.11375884,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00671,SYN_0071,3,-0.41377738,0.16386979,0.0,86.84702704,0.03835083,0.00301094,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00672,SYN_0072,3,-1.04110556,0.39701749,2.0,53.97706296,0.06918402,0.01048966,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00673,SYN_0073,3,0.07431996,0.64322645,0.0,22.080667,0.14993705,0.03316512,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00674,SYN_0074,3,2.03693342,0.80826915,6.0,13.15804753,0.72182179,0.14236655,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00675,SYN_0075,3,-1.71890001,0.30672788,0.0,63.7562274,0.05053887,0.00644943,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00676,SYN_0076,3,0.86386125,0.68235858,0.0,72.33394595,0.12867484,0.01407196,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00677,SYN_0077,3,0.62471848,0.67836331,20.0,63.98609355,0.18459261,0.03864221,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00678,SYN_0078,3,-0.41777354,0.09284334,0.0,33.30124116,0.10224712,0.00756991,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00679,SYN_0079,3,-0.8249881,0.15815104,0.0,20.59285829,0.06712591,0.01052922,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00680,SYN_0080,3,-0.82527742,0.18213293,0.0,88.7467821,0.16783146,0.00362563,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00681,SYN_0081,3,0.01960765,0.56185331,19.0,40.52841515,0.04011864,0.03625499,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00682,SYN_0082,3,-0.81612067,0.32106945,0.0,92.64711806,0.47628426,0.00705109,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00683,SYN_0083,3,0.47134961,0.54983149,36.0,24.27218011,0.04087081,0.08993374,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00684,SYN_0084,3,0.18557703,0.53106716,1.0,29.6501433,0.03893389,0.0202696,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00685,SYN_0085,3,1.38280953,0.78791887,0.0,24.83238614,0.18991468,0.04543588,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00686,SYN_0086,3,-0.48430854,0.5028684,1.0,43.75317445,0.28099159,0.02053201,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00687,SYN_0087,3,-0.88423445,0.51598722,0.0,57.10641257,0.06654843,0.01184054,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00688,SYN_0088,3,-0.91107941,0.0,4.0,41.18159466,0.01509091,0.00554492,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00689,SYN_0089,3,1.41667837,0.61666091,6.0,13.83923397,0.42472442,0.0659133,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00690,SYN_0090,3,-0.48491164,0.23285955,0.0,38.73431732,0.11658058,0.00952245,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00691,SYN_0091,3,-0.63335528,0.3756658,0.0,158.46156854,0.2157617,0.0016364,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00692,SYN_0092,3,-0.85283985,0.28268534,3.0,27.68473951,0.21325804,0.0167721,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00693,SYN_0093,3,0.15902739,0.62943972,16.0,42.7068191,0.15941609,0.04209377,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00694,SYN_0094,3,1.29951612,1.07370302,0.0,20.4335361,0.43838071,0.12151247,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00695,SYN_0095,3,-0.02719441,0.99007454,0.0,75.77687372,0.27648406,0.03167034,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00696,SYN_0096,3,0.86761943,0.57265782,0.0,100.41993982,0.38961952,0.00945459,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00697,SYN_0097,3,-2.50165834,0.10851947,0.0,60.9786855,0.17882188,0.00522718,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00698,SYN_0098,3,0.25887029,0.73917228,23.0,20.21312643,0.06032611,0.0897757,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00699,SYN_0099,3,-1.09117763,0.2227039,0.0,62.07709227,0.45585901,0.00968849,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00700,SYN_0100,3,0.56338105,0.91623528,0.0,18.0784562,0.0873426,0.05861353,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00701,SYN_0101,3,-0.91626492,0.19141056,0.0,84.19508495,0.13092112,0.00382509,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00702,SYN_0102,3,0.30186271,0.7968457,0.0,88.30339152,0.08489825,0.01271636,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00703,SYN_0103,3,0.25907537,0.64360167,11.0,49.29512877,0.18351159,0.03277337,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00704,SYN_0104,3,1.3946512,0.77165702,7.0,15.01624916,0.24667194,0.07340291,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00705,SYN_0105,3,-1.22581875,0.59509364,0.0,77.86968384,0.06087535,0.00954807,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00706,SYN_0106,3,0.42329866,0.88893501,11.0,16.72119746,0.13206092,0.09082875,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00707,SYN_0107,3,-0.38557122,0.64972158,1.0,21.92148961,0.0334885,0.02996565,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00708,SYN_0108,3,-0.80565117,0.0167286,0.0,127.68206024,0.23246886,0.00133317,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00709,SYN_0109,3,-0.72202887,0.28548827,10.0,51.03557753,0.13431341,0.01305305,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00710,SYN_0110,3,-0.55046035,0.57907517,0.0,17.90724952,0.12339678,0.03002717,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00711,SYN_0111,3,1.54362585,0.67082781,22.0,26.3273462,0.26373799,0.0879575,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00712,SYN_0112,3,1.62246793,1.21835595,51.0,28.72095237,0.27044098,0.50591175,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00713,SYN_0113,3,1.77187954,1.03324351,4.0,97.28267076,0.08291965,0.02120442,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00714,SYN_0114,3,-0.03266269,0.95356775,0.0,53.47722417,0.09828572,0.03435531,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00715,SYN_0115,3,2.32808883,0.6834857,12.0,55.05048752,0.12874126,0.03110336,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00716,SYN_0116,3,-0.9778709,0.17843432,0.0,53.23555855,0.27466585,0.00804447,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00717,SYN_0117,3,-0.34703694,0.36429824,1.0,60.93495245,0.05466456,0.00808157,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00718,SYN_0118,3,-0.63690759,0.53669802,12.0,37.36231007,0.17733816,0.0332607,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00719,SYN_0119,3,-0.45745896,0.3949394,0.0,34.28438325,0.21826061,0.01698979,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00720,SYN_0120,3,1.24440755,0.4135598,9.0,9.75332669,0.19756934,0.03826165,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00721,SYN_0121,3,0.73960094,0.29405074,4.0,42.61754352,0.13422393,0.0122083,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
