date,lme_cash_usd_t,lme_3m_usd_t,lme_cash_3m_spread_usd_t,lme_stock_mt
2022-04-20,3240.0,3250.0,-10.0,592175
2022-04-21,3262.0,3276.0,-14.0,589725
2022-04-22,3244.0,3261.0,-17.0,586000
2022-04-25,3090.0,3105.0,-15.0,584050
2022-04-26,3102.5,3118.0,-15.5,579600
2022-04-27,3100.0,3117.0,-17.0,574550
2022-04-28,3065.5,3083.5,-18.0,571625
2022-04-29,3039.0,3044.0,-5.0,570100
2022-05-03,2911.5,2945.0,-33.5,577650
2022-05-04,2929.0,2962.5,-33.5,573975
2022-05-05,2917.0,2947.0,-30.0,573600
2022-05-06,2832.5,2870.0,-37.5,571800
2022-05-09,2708.0,2750.0,-42.0,568250
2022-05-10,2677.0,2715.0,-38.0,560275
2022-05-11,2737.0,2772.0,-35.0,553925
2022-05-12,2688.0,2723.0,-35.0,546350
2022-05-13,2723.0,2750.0,-27.0,539800
2022-05-16,2791.0,2822.0,-31.0,532500
2022-05-17,2836.0,2858.0,-22.0,527375
2022-05-18,2845.0,2875.0,-30.0,518900
2022-05-19,2826.0,2840.0,-14.0,511675
2022-05-20,2931.0,2935.0,-4.0,504275
2022-05-23,2963.0,2975.0,-12.0,497250
2022-05-24,2881.0,2908.0,-27.0,487475
2022-05-25,2829.5,2858.0,-28.5,481650
2022-05-26,2825.5,2857.0,-31.5,475650
2022-05-27,2823.0,2847.0,-24.0,471075
2022-05-30,2863.0,2891.0,-28.0,465700
2022-05-31,2816.5,2850.0,-33.5,458875
2022-06-01,2701.5,2730.0,-28.5,453875
2022-06-06,2742.0,2774.0,-32.0,450500
2022-06-07,2715.0,2745.0,-30.0,441725
2022-06-08,2765.5,2798.0,-32.5,434000
2022-06-09,2752.5,2786.0,-33.5,430050
2022-06-10,2695.0,2710.0,-15.0,427350
2022-06-13,2589.5,2606.0,-16.5,423975
2022-06-14,2588.0,2611.0,-23.0,420675
2022-06-15,2580.0,2594.5,-14.5,416125
2022-06-16,2500.5,2525.0,-24.5,411575
2022-06-17,2474.0,2502.0,-28.0,407875
2022-06-20,2462.0,2481.0,-19.0,404450
2022-06-21,2519.5,2532.0,-12.5,398925
2022-06-22,2455.5,2470.0,-14.5,395575
2022-06-23,2480.0,2494.0,-14.0,392275
2022-06-24,2436.0,2450.5,-14.5,388750
2022-06-27,2453.0,2480.0,-27.0,384800
2022-06-28,2500.0,2520.0,-20.0,380675
2022-06-29,2452.0,2470.5,-18.5,376925
2022-06-30,2397.0,2421.0,-24.0,373275
2022-07-01,2384.0,2400.0,-16.0,369675
2022-07-04,2431.5,2452.0,-20.5,366150
2022-07-05,2374.0,2387.5,-13.5,362525
2022-07-06,2358.0,2380.0,-22.0,358125
2022-07-07,2417.5,2435.0,-17.5,353175
2022-07-08,2399.5,2414.5,-15.0,347175
2022-07-11,2417.0,2423.0,-6.0,343825
2022-07-12,2358.0,2370.5,-12.5,340375
2022-07-13,2343.0,2355.5,-12.5,340300
2022-07-14,2329.0,2340.0,-11.0,336850
2022-07-15,2320.5,2336.0,-15.5,333000
2022-07-18,2377.5,2392.0,-14.5,328500
2022-07-19,2412.0,2420.5,-8.5,325075
2022-07-20,2456.5,2448.0,8.5,320675
2022-07-21,2426.0,2425.0,1.0,317275
2022-07-22,2460.0,2457.5,2.5,313175
2022-07-25,2431.5,2432.0,-0.5,308050
2022-07-26,2437.0,2427.0,10.0,304125
2022-07-27,2390.5,2386.5,4.0,299700
2022-07-28,2458.0,2446.0,12.0,295325
2022-07-29,2452.0,2438.0,14.0,291025
2022-08-01,2469.5,2448.0,21.5,288125
2022-08-02,2448.5,2437.0,11.5,296650
2022-08-03,2403.0,2401.0,2.0,294550
2022-08-04,2374.0,2373.0,1.0,290675
2022-08-05,2447.5,2441.0,6.5,289125
2022-08-08,2435.5,2434.0,1.5,287425
2022-08-09,2488.0,2473.5,14.5,284275
2022-08-10,2462.5,2449.0,13.5,282700
2022-08-11,2498.0,2493.0,5.0,279125
2022-08-12,2468.5,2466.0,2.5,277225
2022-08-15,2389.5,2385.0,4.5,275725
2022-08-16,2442.0,2443.0,-1.0,275625
2022-08-17,2414.0,2413.0,1.0,276875
2022-08-18,2412.0,2414.0,-2.0,274525
2022-08-19,2376.0,2373.5,2.5,273775
2022-08-22,2387.5,2380.5,7.0,273325
2022-08-23,2438.5,2417.0,21.5,271450
2022-08-24,2422.0,2414.0,8.0,282075
2022-08-25,2442.5,2427.5,15.0,280125
2022-08-26,2495.0,2485.5,9.5,278025
2022-08-30,2406.5,2405.0,1.5,280475
2022-08-31,2368.5,2357.0,11.5,277050
2022-09-01,2306.0,2301.5,4.5,276375
2022-09-02,2309.0,2301.0,8.0,276050
2022-09-05,2290.5,2290.0,0.5,277050
2022-09-06,2260.0,2263.0,-3.0,308375
2022-09-07,2230.5,2238.0,-7.5,309500
2022-09-08,2256.0,2268.0,-12.0,309025
2022-09-09,2280.0,2290.0,-10.0,335275
2022-09-12,2288.5,2309.5,-21.0,334375
2022-09-13,2309.5,2326.5,-17.0,332900
2022-09-14,2227.5,2244.0,-16.5,345600
2022-09-15,2272.0,2282.0,-10.0,349650
2022-09-16,2259.0,2267.0,-8.0,347650
2022-09-19,2232.0,2247.0,-15.0,346325
2022-09-20,2245.5,2266.0,-20.5,346025
2022-09-21,2191.0,2218.0,-27.0,343325
2022-09-22,2195.5,2215.5,-20.0,341650
2022-09-23,2153.0,2172.0,-19.0,340350
2022-09-26,2125.5,2145.5,-20.0,338850
2022-09-27,2106.0,2130.0,-24.0,337425
2022-09-28,2080.0,2103.0,-23.0,335625
2022-09-29,2261.0,2273.0,-12.0,334100
2022-09-30,2180.0,2197.0,-17.0,332175
2022-10-03,2164.0,2169.0,-5.0,330050
2022-10-04,2261.5,2272.0,-10.5,328600
2022-10-05,2289.0,2299.0,-10.0,328525
2022-10-06,2355.0,2360.0,-5.0,328850
2022-10-07,2342.0,2345.5,-3.5,327625
2022-10-10,2274.0,2278.0,-4.0,327675
2022-10-11,2218.5,2215.5,3.0,325800
2022-10-12,2227.0,2220.0,7.0,336275
2022-10-13,2374.0,2360.5,13.5,351900
2022-10-14,2309.0,2303.0,6.0,367200
2022-10-17,2240.0,2240.5,-0.5,433025
2022-10-18,2200.5,2216.5,-16.0,481375
2022-10-19,2169.0,2181.0,-12.0,562550
2022-10-20,2214.0,2228.0,-14.0,568275
2022-10-21,2155.5,2175.5,-20.0,570000
2022-10-24,2160.0,2179.0,-19.0,569525
2022-10-25,2170.5,2192.0,-21.5,569500
2022-10-26,2265.5,2262.0,3.5,574075
2022-10-27,2297.0,2302.0,-5.0,587100
2022-10-28,2226.0,2236.0,-10.0,587425
2022-10-31,2197.0,2207.0,-10.0,586225
2022-11-01,2245.5,2254.0,-8.5,583975
2022-11-02,2227.0,2238.5,-11.5,581050
2022-11-03,2216.0,2242.0,-26.0,577875
2022-11-04,2306.0,2318.0,-12.0,574425
2022-11-07,2292.0,2302.0,-10.0,570775
2022-11-08,2327.0,2339.5,-12.5,564375
2022-11-09,2338.0,2355.0,-17.0,558825
2022-11-10,2272.0,2285.0,-13.0,552600
2022-11-11,2410.0,2426.0,-16.0,549275
2022-11-14,2392.0,2418.0,-26.0,544025
2022-11-15,2410.0,2445.0,-35.0,538825
2022-11-16,2393.0,2420.0,-27.0,532975
2022-11-17,2342.5,2371.0,-28.5,528250
2022-11-18,2369.0,2400.0,-31.0,524375
2022-11-21,2344.0,2368.0,-24.0,522000
2022-11-22,2394.0,2419.0,-25.0,517075
2022-11-23,2364.0,2391.0,-27.0,513275
2022-11-24,2344.0,2375.0,-31.0,509450
2022-11-25,2346.0,2381.0,-35.0,506275
2022-11-28,2315.5,2353.5,-38.0,503700
2022-11-29,2341.5,2382.0,-40.5,503150
2022-11-30,2387.0,2419.0,-32.0,501225
2022-12-01,2430.5,2460.5,-30.0,499150
2022-12-02,2448.5,2479.0,-30.5,497925
2022-12-05,2485.0,2517.0,-32.0,495550
2022-12-06,2461.0,2490.5,-29.5,491750
2022-12-07,2450.5,2477.0,-26.5,483575
2022-12-08,2468.5,2498.0,-29.5,477425
2022-12-09,2453.5,2488.0,-34.5,471575
2022-12-12,2390.0,2430.0,-40.0,501675
2022-12-13,2388.0,2428.0,-40.0,496425
2022-12-14,2379.5,2428.0,-48.5,489300
2022-12-15,2396.0,2430.0,-34.0,483850
2022-12-16,2354.0,2398.0,-44.0,477650
2022-12-19,2327.0,2364.0,-37.0,479525
2022-12-20,2329.5,2371.0,-41.5,478500
2022-12-21,2357.0,2392.0,-35.0,481175
2022-12-22,2362.0,2397.0,-35.0,473000
2022-12-23,2342.0,2373.0,-31.0,466600
2022-12-28,2343.0,2378.0,-35.0,461725
2022-12-29,2371.5,2399.0,-27.5,453375
2022-12-30,2360.5,2392.0,-31.5,450300
