week_end,published_utc,source,title,link,query
2022-05-20,2022-05-19T07:00:00Z,World Socialist Web Site,Outraged Arconic aluminum workers speak out against USW’s contract proposal: “It’s a bad deal!”,https://news.google.com/rss/articles/CBMiaEFVX3lxTE4wOHc5T0hBbk9raEdfR01zTE9VaS1pbm4tMWt0UjJtV1RpTThTUl9HalZUSXRyaDZ4QTBndHRja1VYa29kb0lQTUlXcUFMSEp6Q0tkYU9SdlVHYzh3cWpMdlprd1Z0VGMy?oc=5,en-IN:aluminium price
2022-05-20,2022-05-19T07:00:00Z,thefabricator.com,Steel prices are back on a downward trend,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOeDVFc281cWxOUE5fRlpaOE44MkNOc3A0VXJHdzhEdlBmRjBXMTFaYWtvbjRRdHA3N0IzWVgtRS1jV09xLUx1MDE5TUNSR2dFc0NYMXRHQ28ya005dE5mVTRoNFZjOEQ5amxCeFZ3dFNtN1NQMTFNX2RsS3FKQkNFVTZwVGR6ZUUydkxnQV9yeW9xd3FTZ3BlSjF3ZDRxVjctYkVYSFdDQ1VUUQ?oc=5,en-IN:metal prices
2022-05-20,2022-05-20T07:00:00Z,Reuters,UK may impose duties of up to 29% on Chinese aluminium extrusions,https://news.google.com/rss/articles/CBMisAFBVV95cUxPV2NvMFdxWGNGMUhDRzhPcGhDcVQtaF9YMHZjYzQ5NzNTYVhhSDI1aXVZMWJmazVTQ0YzQTdiNmdOdjRtaFpBTXd2RjFkcUFZM3NvbHVNdDhEc1hXbGw1ZTFSclkwS2FhVzZWODJZVFFlNHBrLVJ4dU5yR1lwZkNNUHRtOXZtMDJibVF1cXRJb3lXa3FSOXExUU1GWU1CUGRmUFlUNTZXcWxLSWNBQkhBMg?oc=5,en-IN:aluminium price
2022-05-20,2022-05-20T07:00:00Z,Hackaday,"Square Cuts On Aluminum Extrusion, No Mill Required",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPbzFmX2RMODVrUEpVS2JzT1d3Y3YyNjQ2X3JpN05TU1lMWGZwbmppU2hpb2U5Q001eERabk12VjBxSm9jbE0wbXhkQngzZlJCTElpOThpVUtSZDJHUXJWMXVMWjMtSVh2bkVpZ20xdEplUHFFdFJncjBydi1tcFFPdlhHUHMtdWRCaHlB?oc=5,en-IN:aluminium price
2022-05-27,2022-05-21T07:00:00Z,equitymaster.com,Why Tata Steel Share Price is Falling,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOY2tDa1RmVldxZF9rWk5GcEl6SktQWmRJZ3YyWEREbGpja0hFSDdCQXZ5N1NxdFlVYks2djJiLUZJWVJQNzVaYkVDX0RTeHdMVE5yLXhrVEdDYlhJX2MwMkRrNWZqcnBDSXl3TU1FOGxZMkxMUWRxb0p2ZEt1SUNkZ2pwNHBzODNIclpHWVBxd0RGZk9oMDM4bi15VGlaRnY3R1JnckduVVpTUFE?oc=5,en-IN:metal prices
2022-05-27,2022-05-21T07:00:00Z,The New Indian Express,"Government waives import duty for steel industry, export duty on iron ore hiked up to 50 per cent",https://news.google.com/rss/articles/CBMi9gFBVV95cUxNTEhmb0VOV0ZNVnBpdDRZMTQxTDE1TmsyeG0xMlV0ZjVsRXkydjNDMkVsOWhsclBVUXo4UzhXS3lyanhpYWRHbHBnQ1JfX0lUeXd6S3ZmWVBSWHhyN3hXblZUMkJ5TGVMdEJnTXdmTG1TcGp5RjVZTms5N3Nrd1ZjUHVIS21wZS1lUVhGTUtaQnlJbUxiWnI3X1dNY29QNE56aC1pbWgwNk1ScFI1VWRGVGM2bGgxZVJpcFZBbzVLRVIxV3hlb29xT2RURGNhOUpaS2Y2YkpKQ1BaWlNvNmhvblg5azlocHZva29rcWZockZHNnF6QVHSAYMCQVVfeXFMTmlvVm9mWFo3c3B0WVR5aWdNWUFSejFsbXVZSUR4ZVpqQVQ4bjNpRHViRVl2VmpoTjVnbWppTmtlRURKVlYtMmphUFFZc1RFXzIzWk96WXFCT3NGYTBxWVJmN3A5M2g1bjBGdV90ZVJLQlhJSzZOQ095MlBCN2pLdzFYWWY4cWFpazBiQ203amtEbHkzQmdEbmpDUUJSTGJrdWo1QlRzWVZ4M2plVXhpWWdncmI5eDNsN3U2dnl3V0hGZWpxeVR0Z3ZiS21PbHl5Y1Z5U01kQjF5eU5yZzJVcWkzbHp2LXhjaWlxMmV3eHFhdTk3R3FWQnl2TlJvdHBEVmN0VQ?oc=5,en-IN:steel prices India
2022-05-27,2022-05-21T07:00:00Z,The Economic Times,"​Tata Steel | Profit: Rs 41,100.16 crore - FY22 earnings report card: Here are top 10 most profitable companies in India",https://news.google.com/rss/articles/CBMi9gFBVV95cUxOdmtCaHlaWjExbVRmQ3hTMDFSaHo4M1E3aEVBU0xjUWZfMnhoZmxlcmM1RWZLTDk1ZTVsZUwzX2VnU3JQMUNxOEltNDFnU2RQLU9IZHhRdTU5RHRZRGJSdXhoaXh5N2FmOGdKZW9zZjVWSkRpYkV2WG5oa3F5cmdsY2ppMzlDX0hSdXlMMzNpU1IzMFlZVmFJTEZPdzZQVmhWcFZ6RW53WXJpRjh4R2ZNU2RoVHV2TlBDS1NOU00wa0lRckFlSVdLODRQLTBFMEFrVGlGbkF5ZEhaSnByajY5cGlSLVhaanRIZEsxcDVyUnprVG12M0E?oc=5,en-IN:steel prices India
2022-05-27,2022-05-23T07:00:00Z,AL Circle,"Rolls-Royce unfolds single aluminium sheet body ‘Boat Tail’ range at Concorso d’Eleganza, Italy",https://news.google.com/rss/articles/CBMixgFBVV95cUxPWk92R1Nmal9lU3JheHRNR0V3X0RMTl9jWnNRaUZmV0ZVVmJ5SkEwdUZHTVVIQWNsSVpUQTBRYUpieUk0QTZNSmY3V29BSXFmYVctb2tRX3RnRDQwdnA3dzdtOHc1TFJkcUpzMFhhdjdKQ1Z5X2FYSnRVV0VoTFdrdkY2aVJWMjI0ZWk4Uktkb2lkUXRHQjc3ajRsY3FWN3lsQ0FfNUFGeldTUWMtSG42SWFVNGVWaVN0WHNLOElTRS1MSDE5Z3c?oc=5,en-IN:aluminium price
2022-05-27,2022-05-23T07:00:00Z,AL Circle,Benelli TRK 502X models replace steel with aluminium alloy for lighter swingarm in China,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPdlU3SW1NV0s0eVR0NVpTLXFIMVFwRkZsNFBrd0U3MEwybWo2SDVzajRybmpsMFZHOEg2cTBjenV5Wk9rR0pJNThXcDk5TGJGb1VqdkxnSXJpZEFUWkwzeEdvTmxHb2p2Z2RrY0w4d1ozaE5MZjJQMlRIc2JPcTd4RElBQWlrcThBdFVwdTI2OVUyUTR4WGdvQThNMFIzNFhzQ3owMExFZmZjVDJxeF92SGV6enRHeE90Tk12S2RyZ3Z3UQ?oc=5,en-IN:aluminium price
2022-05-27,2022-05-23T07:00:00Z,Designboom,this rare shelby cobra CSX4000 features a handcrafted aluminum body,https://news.google.com/rss/articles/CBMiowFBVV95cUxPZlVlbWZ3VWxTel9WZFRsNXE3ZW5BcF9xQzFScXNJdEJmZ0RpZlZHbUtpaHVDTndhNmZlSDcwaW14RnlPYUVoSi1qX2ttUmJnaFdJdjhYUl9NS3FKbmJ1dWg3M01WZHVGcWg5dnBuXzl5dVBKMUFHS3BpNlcxTDVwdEU0aHVqdmRCNjNCSV9uZlc4MUdRU0ZBYkVjcENFbmxCNlJn?oc=5,en-IN:aluminium price
2022-05-27,2022-05-23T07:00:00Z,Recycling Today,MetalX acquires Indiana aluminum furnace operator,https://news.google.com/rss/articles/CBMilwFBVV95cUxQaFZjR0pYNHlkaGdXQThrbHVuNXRaRVotLWNnVW52TTZoXzQwcjN6U0FoYmRQXzY2bHdMY09pYVY2RDJDS3o3WHFDQnh3LUZuQVU0SFMtTlFhRnQwV3FQNmUwTHNhVDZBUjd5TnpMY3ZSaWFvUVRpYVlsT0dubUNUZ0ZJUXdFZUlQdWw3MnhYRHVUR0pXeUxn?oc=5,en-IN:aluminum scrap
2022-05-27,2022-05-23T07:00:00Z,Moneycontrol.com,Higher cost impact on infra said to have led to moves to rein in steel prices,https://news.google.com/rss/articles/CBMizgFBVV95cUxPZ3p4dFF3dW9aOV9DVEdZcnlqMzVCRWdjZTBhcThpd21fVl9fMHdXMHRubERnSnJsdHRYLWdhQm5CWF91ZUstQ0EweXVKai0zVHJYLTBSUVBZQS05MDVVeEhfQ2EwNjRUNkJHMkNDT2tVWWw5MnlXNjI3eHhaOC1UWnJMVExaWm5KU0pqUnNVZGVyZzJmUUVTczROVG02aUhyQVVuUS1aUGRvVDlPMjlrX0Eza0JIVU9kN04wZWpaM3RERzU0MEctOUtNMVJWZ9IB0wFBVV95cUxNQnpQcHFrSm9GZWxUWGRnSGlobHFUcDlvYXJPYXRhaHNyNGZqY3hlNy1qT3BNQ2ZTRlBXTC0tSGd1bjRqTlJsY2lQZEQ3RndMTENtVHdOZ1J2MlQwbk1OcGUzQi1PaC1qZ05LdDg3RjlWeWtrX3JxVHlKMnNnNjhNUXZuRHRBU19LcERvUUJ6d2N3ZUItMFVZUmtsV0pyTDVvOEVqZ3RRNmNJQVpDMEJvd1V2cU9LRWptc0hxVmx0cmpTMW85UEpkTUFsaDQxeEllX0E4?oc=5,en-IN:metal prices
2022-05-27,2022-05-23T07:00:00Z,GMK Center,India introduced an export duty of 15% on 11 types of metal products,https://news.google.com/rss/articles/CBMimwFBVV95cUxNLVFuQnAwVFFFbEdrR3lEX3Faa3EyMmtnM2d0OExlSWp3MWZVRHRadXdBYUdPSkhkU21hcUwwVmNmZFJPYWQ5ZEVKSEkzdHVPRXBzUTR0MHJXTThCTldJMjFQZ3J0dnJGZnNLRzA4OGVHYW1WQmdVOF80LVV4WnNMVGQ4V3B1UUlVcHF3RjFLRUZNc050MTZ5UWtLSdIBoAFBVV95cUxQb0g2eV8zWmZ1dnVRS1NRUmpGejFYczRPVGNtOGQ0TGRzM2pyZjd0Y0tITmVjbzN1TnBub2lXeTdXSUxVcFIxYzNiMEJZMnZfdEh6TFJWbURpaHdTZGQtRXpPbV84TkpDZmFRZTdQc3I3aUs2cHhURXVfTlZlRFB3MjBiUlVYQ3Z0WGhSVmNCNWdyeWwzekExTUxGV1c3R1dO?oc=5,en-IN:metal prices
2022-05-27,2022-05-23T07:00:00Z,Livemint,Steel industry hit as govt imposes export duty to check elevated prices: ICRA,https://news.google.com/rss/articles/CBMiygFBVV95cUxNMnlWNUhQUkl3cEFkY3RJOVREcWJyNGxNNVJ4bVBJeW96amN0RUZxZGRMOThuQ3V4Rl9vTW5iRHpabHYyRmtFU1hMUTFqVXFUcm0wYkZtRFVXeVhqVVBCZ1Vjd2xKdjZsSmJpZHFWb1IydnlHYkdfS2FGZUsyQmYzekFWbjN5MEd3R3VnT2RKRk90bkI5am9PNjVtVWUtdWs1ZV9WWGxjMm94YmpWaUVWeEExbXhNZG9PT1N4REI0enFSTFhqcFlvSHVn0gHPAUFVX3lxTE9lQ3hwc004U3JvZmxMRWVxLUMwcm5Nb3RhaGFaNlAySWwwdXdjSUwwVHdUc095SVpoZXBqRnpMa2xmYWd0TGk0cUw5TkVsbE8xZkdtYWF5dkkzV0hDSERUSkdWSVRNejZSTnRtUFlLTW85Zi0zQm5kTHF1Zjhrc0piSFBpWlJXaUFyWTdhV1U1NmxiUVp1MTdxV3hUMnNiTkZWSWYxb0l2X3lzdS1FM0hHZXo0X19EVTZ2V1dnOV9aN3h6YVhVRDVWQ0tMS2hNVQ?oc=5,en-IN:metal prices
2022-05-27,2022-05-23T07:00:00Z,The Indian Express,"Stock Market Today: Indices end a tad lower post volatile session, Nifty slips 51 points; Metals drag",https://news.google.com/rss/articles/CBMi3AFBVV95cUxQc0ZJRG1DeVdBQm1oX005aWt1OEtvWDdRNXY3U3BNNG1aTksyQ1dpT3Mwc0dHOE9MeUlGa0pPZjJwb25xYkw3TzFQM1NvMFMyLUJXLTFseUVaYjRIWFRzeE1HTTMwYUR3YjdQN05Ec1p2b3FrMG02ZDlXYWh3ampyRUEtWDlDVHJWc3RaU3JoSndvMjlnRngwaS03enFLUnM0bUNSbU1sdzZzSE1mUnRVcG5xSnZXWGxHenFUdTN3amg1Q2xjVXcyTWtzMFR1MXQzeWdhelRRYUphU3Bp0gHjAUFVX3lxTE5HTG1BYm5aeFNyRVFWVDBEOWFkMXoxMVZ5VUJWWlcta3RjakFEc0lMRUxqUWwtU0FUcXYyclROaDBCQ1JKM0xNZlhoRzdPTC1RVzB0UEM3NlhycHBWOTRmcTdRdEhYZmJodUI3RmwyR1lrM2NKU0RFbmF1RUVrWUQ3ZlphWndfLXo1Z3pjRS1oeDRyeU1jNWpZZUJOaXoyNFNsSWMyb1FTc05aMkFkYzFaWUV4OFVza3pwWU90RTVtX244RXRhR05ybmROUDJtVGZBMmxPb2RjREI1LVBDd3ZJMDBR?oc=5,en-IN:metal prices
2022-05-27,2022-05-23T07:00:00Z,Reuters,"India's top mining, steel groups warn of adverse impact from export duty hikes",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNUVlIRHJqclJ1M185U2FlaFA1SzZoVmh0Y3F4Zk4xV1N6dlFFaHdzamNlWkppaFc0TXNzQllhOHh0all0b0J5WUcwWWZCdENqSkhZdzl6cFRZNFFiT180Qnh0Wk1tVVdHNWV2bkd4eWY4cWhKVHktcmxXTjJnX0ZCRmYxZGJQbUNFcWlmLWFYSkpCY2dVQ2oxX2pPN1lrcWlMNlJQYXlnYURiVUtRb092bEtTY2FZaldBWTdzMV9fQV9PZ2M?oc=5,en-IN:steel prices India
2022-05-27,2022-05-23T07:00:00Z,The Economic Times,"ArcelorMittal Nippon Steel India CEO says duty hike to hit about 90,000 tonnes of exports per month",https://news.google.com/rss/articles/CBMijgJBVV95cUxQdl83bkEzUTRKTlVjdjMwZ081Y0N4REwxTDhBSjRaSGN6aENuVkxsWDRaMFFGWTZhOGM2TzZlWkp4eVRQcFNIak13dzFsUmJfZnphVGRCNnJlWF9HTno2bm9qSktXWXdFYmgzUU1wdDczMm1IMFNHQXJyT1NGRjg0cDlON1o1NHBmVDYzQnZtYXNQcWJoZHlKYW5tckZUVE1tZm93T1N6Qnk2UkhTS0FsNllkNno5dWZZLVhIWlZRX3R6YjhvdW9vbEEwUFFiazA3U09ENzdpVTh2WjV3T2JSNDllcEk1Rnl2OG0xaHFCTGhZNmpMY2xkMGQ2UlYweVk2eDlJdWcycUNaOS1mZmfSAZMCQVVfeXFMUEJ0MkFiSlNCQWoyQU9kSU03amlXMnFENmNxTFJkOGRlWmVDbWdkYTB0dzZMckxCR0w1a0dlUEZ2LXpsdS1vX0Jzc0lsc3ctWDNwQktmWmFhMm5QX3lGSHNCRk9ZOGpLMTRISFkzcDhDTEluMnF4eFZnWlVjenBnTFZfdWlQRWh5WnhrTE1zLXE4VGZtS2RSNVN2SFpiZEtRcnkwMC12ZlRSX2xEWmNPaVE3eVJrYVBKdnZrRDUzUnh4dWtZRVhRd0xlQWxfRXVyVVRqX1lJTGxEZnJucE9Kb1NFRkc4Tmk4aXFrRjFaRHp5VEk3Y3R5YXFuNWVta2liVHhZX1FVazdSQVY1bkxnZDBxeDQ?oc=5,en-IN:steel prices India
2022-05-27,2022-05-24T07:00:00Z,repairerdrivennews.com,Case study shows steel bumper beams have advantage in sustainability,https://news.google.com/rss/articles/CBMitgFBVV95cUxQLTBZLVVobnMtRm9SRm90SV9FTS1kX2tZZm1fbUpjMVNRemszeUk5Q3Z0cGlLSXVEaURsZmxuRnVXSTBmcmppTU9BSnRSdHJDRnhHWDZjbHdidHB2NFJDMG9NejZLeFF1YW5SLWV2aEp3UWthQW5UREZuUTVfbjBmVURSM0Z2UnhOMzJXQ21kWDBMZzg3U09mOUM1bHU0MUNLdGF1N014M0hwck1oay04LW55TGF3QQ?oc=5,en-IN:aluminum prices
2022-05-27,2022-05-24T07:00:00Z,"County of Union, New Jersey","Free Scrap Metal Recycling for Union County Residents, June 2 and 18",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNQ3hPV0VMcm9ha25VbFkxWDhBQkxMQVNuX3pkQlBUcWMzQktuV0k5Wi14UVI1VXNMb20zMzRoUk1qZHFLZFVRU2dCekEtVTJTem1qUm9LTzU0VHVWWEdCUUlldDVYQ2dkN2RoYVc0NEVRTHNNQ1B1SmZuX1dIamptb3N5WDJ5T21UX1J0aFo2VThtYk4tQ19YYy1ONXlURXRGQ18yVXJYY3JiaWNDM0NzM1NTYW54dG8yT3ExR3NMZ1Q?oc=5,en-IN:aluminum scrap
2022-05-27,2022-05-24T07:00:00Z,African Mining Market,Demand for steel alloys grows as the energy transition gains momentum,https://news.google.com/rss/articles/CBMirAFBVV95cUxOV21YRWZmRy1ZUnNMdEdSNmVwcEtHSUFjNmJEejVwZTBIenAzZHpwTk1NZ0JZZ1V0NnZaVUUzdkdlRHpVZ2x2SXcwUjkzU1dLX0tXU29OTWZaREhSVDhvcTlvZTlDMDg1TDBqQnczQkdjb3VEQnpidXNZbjJYZFVFeEZ4b3FZeVI5REw0QU5qMkVBanExWE1UMGFzYVpvYm00M3RpbmRWcjB2TC1m?oc=5,en-IN:base metals
2022-05-27,2022-05-24T07:00:00Z,groww.in,SAIL(Steel Authority of India) Q4 Results - Net Profit Down by 29% to Rs. 2479 Cr Y-o-Y,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5VU00tWG9hbWNYYUU0TDJ0ZFFLMVZtV05ndk1DbjU2ZTE2aXpBV0ZoU2YxNktvVjljSzJ2bE4tWGQ3bzJVb3N5WHBFOS1Nbi1ITjFzbw?oc=5,en-IN:steel prices India
2022-05-27,2022-05-24T07:00:00Z,The Indian Express,"Stock Market Today: Sensex falls 236 points, Nifty ends at 16,125; IT, pharma, metals drag",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNTXRTODlyQVRCR0drUnFnNnpkNWgwUHp4UmtJT2VFVU0xQVB5TDYxdnFwVVNRakdmV0VFcUlKTG13UTJEU25LYUZlWFpQeGpRenFCMWdHLU83dVgteUZZNk5UbC16Y2tHNWhRYjlMbl94NV9zcTZnbzZIZG1wNTdNVEZVZzZjOW1MdUxRdDVHRkh1TmFSNHpTakJiazV3cnRacHI0Vk95VWZuOFhZT09jaHZTcU02NmR4cEp4b3N1dldlTnd2Ql9hOVVxS3NpLXIyTEQ5MFotdGUtUjA00gHjAUFVX3lxTE9FTjZxTjlOZEoxd2Z6Mm5GWDhMWVhvWDZVdnRoai1hTTVacHAtN2k3Ql8tZUNTWEFYdGh0VmRPTVRodk5TM0ZEYno1ZTllTEVjekhraW5kUkJVVWtUYmdHeXhYTnhxS3kzTS1kdnQ5a0pFZHpJdllESEpwZjRJMzc1SklDTVZnU1pqNE92TXZKNk1VcGhMMGZ2a0M4M3RzSmtnd25qaHdFbDZLdzZrRzlZeFpsSGhsWmJTSVZEU3BPX01CSkdTSW5wbzBfOS1JMUZTZlBPbDAzTlE2dFdPcE1nQTFv?oc=5,en-IN:steel prices India
2022-05-27,2022-05-25T06:51:41Z,reverb.com,"Baguley Aluminum Bass Guitar Neck - Polished Finish, Ghost Inlays - Fast Free Shipping in U.S.!",https://news.google.com/rss/articles/CBMivgFBVV95cUxPV29NaEpEeGZEYTFDYjdLMURnUjgydlNvSDZQM2VrVE1zTTJVZzQ4NE8zRTZXTmsyQ2pDZXZaY0lNRzJXcHQ4SENFa2Y3M1FlX1U5MWtGVHlabzNkQkt1UURIUFZxUTRuclluRUZFTlRyNUNvZ2x4ckNiWjJJdGVXc3JQWWppeTFCSFhuMkg2UVBvbWVnaU8zOG5ld19sdmdNZ0RZWEphQ0tobEFveFFOemJCVGQxaDJLM1g1cUtR?oc=5,en-IN:aluminum prices
2022-05-27,2022-05-25T07:00:00Z,Reuters,COMMENTARY: Europe's aluminium output slides as energy crunch bites,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOZHVvZ2E2amxDV1czSm5yLVJVYTR5ZWMyamZpRUpMYlEzWWNHdFN2eTd1OUlTMkM4WjJRV3ZDaVlaT2JKVUF2RlFLZHM0STJ5ZE53Ynl0NWVHSXBkZTNfUDhwdE40TUlSZGxHTzRKckhVMlpIVFV2ZlVNaGdmVFVZSmpjczN3c0ZyVUVmVGVJdWpBa2JaQ0pzODlrbll3ekZ1aXNKYVptdWRyTmc?oc=5,en-IN:aluminium LME
2022-05-27,2022-05-25T07:00:00Z,IOM3,Tetra Pak test fibre-based barrier to replace aluminium layer,https://news.google.com/rss/articles/CBMingFBVV95cUxPa1NOUzRaSUNWV1p5dFhEOHBWZU9aM2RseDN6MThsRDBUbERTUG1IdnlaejF3eFFnUUtPQ2FNcTR5Y3pWUldFN3QyVFFJRXZ4SHNsSXZSMW9KbW0tYi1hcm9oQ2h3cVRDRmtlampOSU9xbU85VGVUWER6OFNwVVI1R1hRcy1oMTR3QWRnSlJ2dEw4SzJ4aHRRV1BuZ0Fidw?oc=5,en-IN:aluminium price
2022-05-27,2022-05-25T07:00:00Z,Perfect Daily Grind,What’s the difference between plastic and metal coffee pods?,https://news.google.com/rss/articles/CBMidkFVX3lxTE04YVVYRkIwYk9OQnpxWWM5WW5ZN25VOUg0TGh4OG1rSVhaUVhlQzN4Vy0tai04OVVhRnJlTW14aWR6VERVZk5leGtCcEhheEFDR3FZWGZlS3JYUjRWVVRPOG1wNkZJNXpHMWN5ZFo3RnhPREJ0R2c?oc=5,en-IN:aluminium price
2022-05-27,2022-05-25T07:00:00Z,AUC,AUC Professor Amal Esawi: The First to Specialize in Nanotubes As Reinforcements in Aluminum in Egypt,https://news.google.com/rss/articles/CBMivgFBVV95cUxQWW9wUjE4Mkl1ZFRlVFMyaUgzbXBjdFB3cHprNEtwOE5PT3V3Y2hueHRnVVJ3QlNDVG5YZy01LWZQWFdwUGh5dTJBVG5KZHZpWXlrT0FZWW1qNDlEZmlIbzZpMEJjczI2RXgzOUhrY0h6ZTJsaUFMNHpROUJoUUN5X0ZaeDdoMXZPY0MzZU5Ba0JBR3d0M0k1SS1fVnlMS01VaWl1M3hKaUtFeWRlaFRnSk1aZnJHdWtvUWFGLXZ3?oc=5,en-IN:aluminum prices
2022-05-27,2022-05-25T07:00:00Z,The Avenue Mail,"Jamshedpur CSIR-NML MoU with Recy Energy Pvt Ltd for recycling scrap, used LIB",https://news.google.com/rss/articles/CBMiogFBVV95cUxQQzNEZElqRWR4dDlXN3VzZ1Z4WE5rY3dNZkdTVXlfRGxKX0taeFgwZ3lja1dnSXR3V3Z0a1ZDaXoxazJ6cm5KTkMxbjQyWnRDclJrb1Q2cFBwUDg3Si1hdldpS0RSV0RLRGZKTXo2Sjl3VEo4YTlqbUhSbTBQcVNzNG5xeGhhX00ycTBjd0hHOU5DdUMtblM1a3Y2RjJkWkZoT3c?oc=5,en-IN:aluminium scrap
2022-05-27,2022-05-25T07:00:00Z,cdrecycler.com,Demand for aluminum grows,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1fZ2lEckRhai0xSlo4eDAzSHRvSE5oSy02eV8wOTNTRTNodldHOHQ0c3JjRUxLVkdNUkg0YzZGZTdRTm40cGxwZzM2QWV4X2pQOFJIbWRXYU5YekRHSnJiV2dvRE0?oc=5,en-IN:aluminum scrap
2022-05-27,2022-05-25T07:00:00Z,Resource Recycling,The strategy behind Exurban’s US smelter project,https://news.google.com/rss/articles/CBMinwFBVV95cUxPT1dkUnhmbWdaNXBJdVpPcUdTSXVEYzBBRlpwSmFXYkd1alVJemFUZVJIY3gwaU83bkZNaFhERjlrUHZ4VHlGQWZFdXpwT0o1cWV4QjhIcGNjY1pLU0N0aVVGQVJCQzRDTmJlMkNJY3kyOXdRUUoyZ2lFcS1ZUVczelNjYTZ1SS0yeGxTeDk2REgwa01HZVlTRVFDQlVJUGs?oc=5,en-IN:base metals
2022-05-27,2022-05-26T07:00:00Z,The Times of India,Guess the price of Kareena Kapoor Khan's 100% aluminium dress,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNRFVxcFlCaGZRSXlqaVZibVQ3dWdKcF9YbHRmMkZBR3NETmNnNnk3RjFZY3B4M25mQWFwRExXWmx4Z0NacEgwLVJQR2JXdUJyOWhrbmtkakxvZUltN2xOYnF5MVg5cWZfaTlBclNNZ1BCZjNDVHRUNnB3SmtpbEU1SUdCcHZ1VjlObUpNV1ZZc0ZuVUxzM0E2Vmw3MnJheUR3SVdtY1JpUE9OTHctdEFleUJXSVhvWXZ0cU5NLXdLUFlSem9rajhZV1R5UUlDUjVzemZTS1dEZW5HYzNmNGJzOTRhdDZUZ9IB6wFBVV95cUxQS09RdEJxaFg1U2xja2VLR0YydEk4bV9vM1N0SFE2bjA1U2xxMGtEY243RUtPSWJUUFU3cHhHT1lKUmJwMC00SFNDeHRZZ1FNMWEtVTlVY2RSNmJ4SmIxOU1nZlpGQWl0VFVFMzFyYnBGd3RUR1RMUUdpbjl2M1NOQ3JTTGpXcUpQdXVpWE0zYVJOWUdnNTE4cFIwQTlpLXZzV2xaUk84dkdhbmk3QjZrQk56QTJlZmwxSHFXUzFoVGRRMHhFeVljX1NfTml4OHFHTGdSRUY1ZENlUTlCUnFZWmN2YUc2UzJkNkJ3?oc=5,en-IN:aluminium price
2022-05-27,2022-05-26T07:00:00Z,BusinessDesk | NZ,Soaring aluminium prices earn Tiwai's owners $1b in revenue,https://news.google.com/rss/articles/CBMiogFBVV95cUxPT1VTRVJYcFk0UmFjZ1JicU5Xa09FLXZDTDFuRlZpNElDeTZzZFZZUEFfblZpOEx1QU5oSkVFdG5GelIxc3YtYWVNYktSZkdoUmJ0Q0Z4OUlNYndVWVNsTVpFaVNRblJxcVE0UjJMbFNWU0hBVHZ4SWN6em1VRTBqTkt5QW9uNURILTFmN0xPN1lRZndsaXdRU3dWRExJZ0txakE?oc=5,en-IN:aluminium price
2022-05-27,2022-05-26T07:00:00Z,Time+Tide Watches,HANDS-ON: The Bulgari x Ducati Aluminium Chronograph Ducati Special Edition,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQMmRGV3plUmRyc1hSUTdzMEllYlZuTC1DN096MjQtUFUzYmpUdkt4MjJwc0ptQWlZSHBsamtVaU4zMGphMllrSFF4OHZBYVpHU250Wm5nUURocy1PRXdhdFk0NkJBTWQ0alJ6WHdQVWZraXlXcXpTTjhNU1lHbU9VeHkxWDNJUW5UZGg5VmdhVUNxRUVwbGFTNmtmZlFaajdYM2U0VmRCenJjQQ?oc=5,en-IN:aluminium price
2022-05-27,2022-05-26T07:00:00Z,The Australian,Manufacturers scrap for survival,https://news.google.com/rss/articles/CBMi7AFBVV95cUxQVmcwM09QNXBZOGY3eUtWUjBqNzRvcXVxYmRXSUVGZHJDOU81NVI4Y21pQzFnaWhnQm1SU3BQQlZkYlRDMGJyU0ZfS1NrWUFyUE9fLUtiUlREZVZWbFpFLTJyQTRTc0g2UDRESkRZdy1zNnVaLU9WMHltU3JLZFZuMk4xSENBTUNYb0RuS3AyVWxRazUzcDlNNXptQkkyYVIxR2N2Mm54M2hOQ0ZNQWowS21nYWFTTk1WTHFxVGlDZUg0RGNXYkFXNEQwZU96TG1aVXBXeVlqTXJ2cllITHpVdS1TMEkyWnJZTEt4TdIB8gFBVV95cUxOT1pqYUhpSXo5YzhSQTZnUGliSHhXcER5aklYR180TEhyU1lqNm1ZWkFoaWMzMGduckJoX2FNOHlJcXpmNW1GYzFaSmZKZldSLWVuMEN0dTVjT0QtdnEybmFsSVhFTmNlcV9PdHRNRDM0eFo3bV9zS2Q4NU5kYzktRS02MkxSbWtoWkNtQjE3Rk5STjlXXzhXSHZqR2RFS1FRbU84ZzFtUXk0VjAwRHI5d19Qak5seTBsOVJpeVFEemxQRFlXMG01X1FPNWpGSGRtc19veVJ4VDNzZGpUaTRRMktkVmprY3RibFcwOEVIU29sUQ?oc=5,en-IN:metal prices
